OBJECTID	tract	SHAPE_Length	SHAPE_Area	Tract_1	Population
2246	6073020103	0.427037	0.005927	6073020103	7493
2247	6073020105	0.087695	0.000251	6073020105	3678
2248	6073020106	0.060796	0.000176	6073020106	3478
2249	6073009602	0.066434	0.000183	6073009602	3699
2250	6073010103	0.148681	0.000321	6073010103	5420
2251	6073010109	0.1752	0.001237	6073010109	4952
2252	6073010602	0.131311	0.000306	6073010602	2766
2253	6073011500	0.083074	0.000327	6073011500	268
2254	6073011801	0.032033	0.000062	6073011801	3950
2255	6059001403	0.050923	0.000132	6059001403	3272
2256	6059001404	0.086861	0.000284	6059001404	3767
2257	6059001501	0.091051	0.00032	6059001501	5747
2258	6059001503	0.077404	0.000297	6059001503	5088
2259	6059001504	0.061666	0.000206	6059001504	4459
2260	6059001505	0.081989	0.000302	6059001505	6432
2261	6059001506	0.097163	0.000475	6059001506	4319
2262	6059001507	0.078869	0.000199	6059001507	4290
2263	6059001601	0.109592	0.000489	6059001601	6824
2264	6059001602	0.099602	0.000411	6059001602	4292
2265	6059001704	0.075817	0.000288	6059001704	2890
2266	6059001705	0.053771	0.000156	6059001705	4359
2267	6059001706	0.090569	0.000368	6059001706	3716
2268	6059001707	0.108064	0.000498	6059001707	6192
2269	6059001708	0.08098	0.000304	6059001708	3821
2270	6059021810	0.054924	0.000146	6059021810	3681
2271	6059021812	0.086148	0.000299	6059021812	6505
2272	6059021813	0.126749	0.000446	6059021813	43
2273	6059021814	0.092361	0.000421	6059021814	6997
2274	6059021815	0.327776	0.003606	6059021815	3106
2275	6059021816	0.090316	0.000279	6059021816	4943
2276	6059086502	0.042916	0.000102	6059086502	6678
2277	6059086601	0.048974	0.000118	6059086601	9872
2278	6059086602	0.05013	0.00011	6059086602	6177
2279	6059086701	0.080307	0.000202	6059086701	8598
2280	6059086702	0.056408	0.000116	6059086702	6646
2281	6059086801	0.053143	0.000159	6059086801	3114
2282	6059086802	0.058127	0.000171	6059086802	5359
2283	6059087102	0.054034	0.000138	6059087102	5862
2284	6059110102	0.061451	0.000146	6059110102	5606
2285	6059110115	0.076694	0.000166	6059110115	3543
2286	6059110116	0.064218	0.000119	6059110116	4848
2287	6059110301	0.061275	0.000181	6059110301	6725
2288	6059110302	0.059639	0.000213	6059110302	5944
2289	6059110303	0.050156	0.000125	6059110303	4862
2290	6059110304	0.051748	0.000129	6059110304	4864
2291	6025012302	1.01904	0.055795	6025012302	2137
2292	6025012400	4.65176	0.572725	6025012400	1647
2293	6025012500	0.76749	0.011285	6025012500	3387
2294	6111003002	0.052544	0.000155	6111003002	8069
2295	6111003202	0.053676	0.000112	6111003202	3654
2296	6111003604	0.785084	0.006166	6111003604	4396
2297	6111003605	0.05906	0.000215	6111003605	7242
2298	6111003700	0.044304	0.000098	6111003700	6759
2299	6111004000	0.043868	0.000124	6111004000	6030
2300	6111004200	0.049331	0.000139	6111004200	5795
2301	6111005100	0.662227	0.013614	6111005100	3875
2302	6111005600	0.643941	0.010357	6111005600	6576
2303	6059099306	0.047766	0.000112	6059099306	5931
2304	6059099415	0.158605	0.000717	6059099415	5494
2305	6059099603	0.094503	0.000519	6059099603	6253
2306	6059110008	0.073645	0.00019	6059110008	4304
2307	6037218600	0.034248	0.000065	6037218600	3742
2308	6037218800	0.027288	0.000036	6037218800	2821
2309	6037651101	0.110207	0.000534	6037651101	5029
2310	6037670411	0.083519	0.00028	6037670411	4339
2311	6037670414	0.085698	0.000349	6037670414	3947
2312	6037670702	0.180094	0.000665	6037670702	5357
2313	6037701602	0.039836	0.000064	6037701602	3379
2314	6037701802	0.04684	0.000122	6037701802	4579
2315	6037702700	0.052759	0.000133	6037702700	3294
2316	6037703100	0.079774	0.000262	6037703100	5445
2317	6037800502	0.342036	0.002095	6037800502	2409
2318	6037113303	0.096336	0.0004	6037113303	3855
2319	6037113321	0.042677	0.000105	6037113321	5385
2320	6037113322	0.064271	0.000178	6037113322	3917
2321	6037113401	0.062827	0.00024	6037113401	5037
2322	6037113421	0.066277	0.000213	6037113421	5713
2323	6037113422	0.056557	0.000146	6037113422	5948
2324	6037115101	0.078407	0.000379	6037115101	4771
2325	6037115102	0.058239	0.000162	6037115102	5639
2326	6037115201	0.056055	0.000152	6037115201	5728
2327	6037115202	0.065337	0.000208	6037115202	4674
2328	6037115301	0.066499	0.000161	6037115301	3636
2329	6037115302	0.037552	0.000085	6037115302	4802
2330	6037115401	0.064818	0.000188	6037115401	5489
2331	6037115402	0.055238	0.000157	6037115402	6010
2332	6037117100	0.056199	0.00018	6037117100	6242
2333	6037117200	0.064313	0.000255	6037117200	5982
2334	6037117301	0.049165	0.000135	6037117301	3585
2335	6037117302	0.075604	0.000197	6037117302	4613
2336	6037117303	0.053908	0.000177	6037117303	3153
2337	6037117404	0.05275	0.000172	6037117404	3965
2338	6037117405	0.018111	0.000019	6037117405	3553
2339	6037117406	0.032225	0.000057	6037117406	6894
2340	6037117510	0.02667	0.000034	6037117510	4136
2341	6037117520	0.025745	0.000035	6037117520	3762
2342	6037117530	0.030819	0.000054	6037117530	5518
2343	6037119000	0.075363	0.000197	6037119000	6036
2344	6037119100	0.047751	0.000103	6037119100	4911
2345	6037119200	0.053901	0.000126	6037119200	4039
2346	6037119310	0.029623	0.000042	6037119310	3152
2347	6037119320	0.028069	0.000048	6037119320	3812
2348	6037119330	0.031547	0.000055	6037119330	5824
2349	6037119340	0.045892	0.000051	6037119340	6864
2350	6037119400	0.049855	0.000154	6037119400	6726
2351	6037119700	0.046941	0.000125	6037119700	4666
2352	6037119800	0.044658	0.000116	6037119800	5714
2353	6037123510	0.036208	0.000077	6037123510	4872
2354	6037123520	0.03842	0.000049	6037123520	3152
2355	6037123601	0.052758	0.000148	6037123601	4988
2356	6037123602	0.041424	0.000091	6037123602	3461
2357	6037123700	0.038998	0.000093	6037123700	4145
2358	6037123800	0.054386	0.000161	6037123800	5710
2359	6037123900	0.053703	0.000157	6037123900	6701
2360	6037124000	0.051821	0.000133	6037124000	4376
2361	6037124101	0.03934	0.000094	6037124101	7509
2362	6037124102	0.031645	0.000062	6037124102	4101
2363	6037124201	0.039546	0.000095	6037124201	3610
2364	6037124202	0.032052	0.000063	6037124202	6261
2365	6037124300	0.038188	0.000085	6037124300	4319
2366	6037124400	0.039701	0.000091	6037124400	4157
2367	6037124500	0.042964	0.000079	6037124500	2882
2368	6037124700	0.055015	0.000136	6037124700	4636
2369	6037124901	0.0322	0.000064	6037124901	6058
2370	6037125100	0.0466	0.000127	6037125100	5581
2371	6037125200	0.046453	0.000126	6037125200	3445
2372	6037125310	0.060848	0.000103	6037125310	3984
2373	6037125320	0.042	0.000062	6037125320	4425
2374	6037137102	0.087486	0.000322	6037137102	7366
2375	6037137201	0.05809	0.000191	6037137201	5121
2376	6037137301	0.062865	0.000158	6037137301	2174
2377	6037137302	0.07413	0.00023	6037137302	4392
2378	6037137501	0.074912	0.000244	6037137501	3723
2379	6037137502	0.059459	0.000208	6037137502	4025
2380	6037139000	0.135746	0.00088	6037139000	4776
2381	6037139200	0.046001	0.000114	6037139200	4823
2382	6037139301	0.083835	0.000276	6037139301	4152
2383	6037139302	0.022963	0.000031	6037139302	4338
2384	6037139303	0.025644	0.000039	6037139303	4384
2385	6037139400	0.093177	0.000341	6037139400	5387
2386	6037199400	0.047815	0.000066	6037199400	4956
2387	6037204700	0.039957	0.000098	6037204700	4965
2388	6037209401	0.018846	0.00002	6037209401	3967
2389	6037209402	0.015011	0.000014	6037209402	3398
2390	6037209403	0.014796	0.000013	6037209403	3480
2391	6037209510	0.018087	0.000017	6037209510	2681
2392	6037209520	0.019817	0.000022	6037209520	2772
2393	6037209810	0.016092	0.000014	6037209810	2585
2394	6037209820	0.016984	0.000017	6037209820	2708
2395	6037210010	0.026848	0.000039	6037210010	3607
2396	6037224010	0.03829	0.000085	6037224010	2529
2397	6037224020	0.038982	0.000086	6037224020	2427
2398	6037224200	0.034868	0.000072	6037224200	3067
2399	6037224310	0.019439	0.000016	6037224310	2238
2400	6037224320	0.021069	0.000023	6037224320	3293
2401	6037224410	0.024901	0.000036	6037224410	3423
2402	6037224420	0.02663	0.000036	6037224420	2313
2403	6037224600	0.037775	0.000084	6037224600	3862
2404	6037224700	0.028539	0.000047	6037224700	5230
2405	6037226000	0.079086	0.000352	6037226000	4232
2406	6037226410	0.021417	0.000027	6037226410	3990
2407	6037226420	0.027076	0.000042	6037226420	5155
2408	6037226700	0.037449	0.000076	6037226700	6469
2409	6037227010	0.03669	0.000056	6037227010	4297
2410	6037227020	0.028163	0.000042	6037227020	3545
2411	6037228100	0.044555	0.000095	6037228100	4929
2412	6037228210	0.027601	0.000039	6037228210	3404
2413	6037228220	0.02799	0.000035	6037228220	3904
2414	6037228310	0.035024	0.000053	6037228310	4774
2415	6037228320	0.033055	0.000032	6037228320	3112
2416	6037228410	0.027143	0.000046	6037228410	5280
2417	6037228420	0.023286	0.000026	6037228420	2830
2418	6037228500	0.028011	0.000043	6037228500	4506
2419	6037228600	0.029611	0.000051	6037228600	4667
2420	6037228710	0.026818	0.000039	6037228710	4031
2421	6037228720	0.027212	0.000039	6037228720	4157
2422	6037228800	0.036467	0.00008	6037228800	5354
2423	6037228900	0.030046	0.000049	6037228900	3068
2424	6037229100	0.027969	0.000045	6037229100	4094
2425	6037229200	0.027842	0.000043	6037229200	4313
2426	6037229300	0.028933	0.000048	6037229300	4961
2427	6037229410	0.029917	0.000053	6037229410	3274
2428	6037229420	0.030557	0.000057	6037229420	4450
2429	6037231100	0.03665	0.000084	6037231100	1383
2430	6037231800	0.032249	0.000063	6037231800	5772
2431	6037231900	0.033968	0.000071	6037231900	6092
2432	6037232800	0.031028	0.000057	6037232800	4264
2433	6037237600	0.034749	0.000075	6037237600	5750
2434	6037239200	0.058125	0.000153	6037239200	6466
2435	6037239310	0.024114	0.000033	6037239310	2629
2436	6037239320	0.02401	0.000033	6037239320	2992
2437	6037239330	0.041289	0.000096	6037239330	2654
2438	6037239500	0.040652	0.000096	6037239500	5995
2439	6037239600	0.031228	0.00006	6037239600	5167
2440	6037239700	0.033006	0.000067	6037239700	5991
2441	6037239800	0.040751	0.000095	6037239800	7563
2442	6037240010	0.03867	0.000056	6037240010	3536
2443	6037240020	0.040594	0.00007	6037240020	4262
2444	6037240200	0.038359	0.000089	6037240200	5488
2445	6037240500	0.041878	0.000109	6037240500	5896
2446	6037240600	0.033118	0.000065	6037240600	4135
2447	6037240700	0.045343	0.000116	6037240700	5240
2448	6037240800	0.04193	0.000063	6037240800	3817
2449	6037240900	0.044148	0.000104	6037240900	4678
2450	6037241000	0.049144	0.000128	6037241000	5900
2451	6037241110	0.033397	0.000046	6037241110	2689
2452	6037241120	0.040228	0.000095	6037241120	5656
2453	6037241400	0.042605	0.0001	6037241400	4212
2454	6037242000	0.031728	0.000063	6037242000	3194
2455	6037242100	0.032544	0.000026	6037242100	2649
2456	6037242200	0.03858	0.000077	6037242200	5550
2457	6037242300	0.033624	0.00006	6037242300	3784
2458	6037242600	0.027841	0.000046	6037242600	4653
2459	6037242700	0.042362	0.0001	6037242700	4739
2460	6037243000	0.033769	0.000071	6037243000	5483
2461	6037243100	0.032451	0.000059	6037243100	4778
2462	6037300100	0.092881	0.000468	6037300100	5840
2463	6037300200	0.064953	0.000185	6037300200	5301
2464	6037300300	0.095443	0.000348	6037300300	6251
2465	6037300400	0.070263	0.000197	6037300400	5610
2466	6037300501	0.058947	0.000129	6037300501	3872
2467	6037300502	0.065712	0.000162	6037300502	5307
2468	6037300600	0.093498	0.000209	6037300600	7572
2469	6037300701	0.193021	0.001312	6037300701	5988
2470	6037300702	0.201364	0.001126	6037300702	5494
2471	6037300800	0.132669	0.000627	6037300800	6679
2472	6037300901	0.128783	0.00066	6037300901	6161
2473	6037300902	0.113059	0.00043	6037300902	1926
2474	6037301000	0.062405	0.0002	6037301000	4911
2475	6037301100	0.056641	0.000126	6037301100	6122
2476	6037301202	0.050533	0.000159	6037301202	7601
2477	6037301203	0.032387	0.000053	6037301203	4061
2478	6037301204	0.027204	0.00004	6037301204	4364
2479	6037311200	0.040832	0.000097	6037311200	3056
2480	6037311300	0.043617	0.000118	6037311300	3570
2481	6037311400	0.045525	0.00009	6037311400	2187
2482	6037311500	0.048499	0.000144	6037311500	5362
2483	6037311700	0.063406	0.00023	6037311700	6025
2484	6037311800	0.049018	0.00014	6037311800	7533
2485	6037320100	0.065519	0.000187	6037320100	6516
2486	6037320200	0.067449	0.00025	6037320200	9934
2487	6037320300	0.055693	0.000167	6037320300	7201
2488	6037400203	0.128096	0.000369	6037400203	4971
2489	6037400204	0.114644	0.000715	6037400204	6913
2490	6037400205	0.248759	0.002339	6037400205	2703
2491	6037400206	0.100658	0.000337	6037400206	5498
2492	6037402301	0.05153	0.000131	6037402301	5254
2493	6037402302	0.080396	0.000159	6037402302	8061
2494	6037402401	0.077622	0.000207	6037402401	7819
2495	6037402402	0.132298	0.000516	6037402402	6937
2496	6037402403	0.099597	0.000207	6037402403	6527
2497	6037402404	0.112446	0.000409	6037402404	34
2498	6037402501	0.049822	0.000099	6037402501	5173
2499	6037402502	0.05724	0.000143	6037402502	6919
2500	6037402600	0.066422	0.000221	6037402600	7355
2501	6037402702	0.056906	0.000145	6037402702	6581
2502	6037402703	0.060437	0.000105	6037402703	4550
2503	6037402704	0.063084	0.000189	6037402704	7378
2504	6037402801	0.069752	0.000178	6037402801	4987
2505	6037402802	0.067754	0.000189	6037402802	7750
2506	6037402901	0.087948	0.000336	6037402901	7745
2507	6037402902	0.057717	0.000176	6037402902	6343
2508	6037403000	0.076988	0.000234	6037403000	6935
2509	6037403200	0.07082	0.000234	6037403200	743
2510	6037403303	0.106751	0.000426	6037403303	2636
2511	6037403304	0.08938	0.000364	6037403304	5474
2512	6037403305	0.048306	0.000145	6037403305	2299
2513	6037403312	0.114046	0.000678	6037403312	5011
2514	6037403316	0.094528	0.000308	6037403316	6811
2515	6037403317	0.101718	0.000375	6037403317	4884
2516	6037403318	0.094478	0.00032	6037403318	6547
2517	6037403319	0.062285	0.000238	6037403319	4603
2518	6037403320	0.083849	0.000337	6037403320	5809
2519	6037403321	0.124479	0.000691	6037403321	6064
2520	6037403322	0.075898	0.000235	6037403322	3925
2521	6037403323	0.06791	0.000246	6037403323	4975
2522	6037403324	0.133355	0.000891	6037403324	7401
2523	6037403325	0.243493	0.001576	6037403325	4684
2524	6037403401	0.086751	0.000205	6037403401	5219
2525	6037403402	0.053731	0.000168	6037403402	3518
2526	6037403403	0.125872	0.000345	6037403403	5376
2527	6037403404	0.075072	0.000244	6037403404	2589
2528	6037403405	0.10654	0.000318	6037403405	1658
2529	6037403406	0.045096	0.000121	6037403406	2773
2530	6037403407	0.117961	0.000521	6037403407	2016
2531	6037403408	0.076567	0.000293	6037403408	6855
2532	6037403500	0.118237	0.000524	6037403500	1547
2533	6037403600	0.119609	0.00048	6037403600	6295
2534	6037403702	0.053985	0.000163	6037403702	3751
2535	6037403703	0.067896	0.000211	6037403703	4731
2536	6037403721	0.065887	0.000185	6037403721	4876
2537	6037403722	0.056547	0.000174	6037403722	5712
2538	6037403801	0.067619	0.000179	6037403801	5844
2539	6037403802	0.049828	0.000127	6037403802	5583
2540	6037403901	0.052406	0.000119	6037403901	3049
2541	6037403902	0.056763	0.00021	6037403902	4895
2542	6037404000	0.046886	0.000129	6037404000	4389
2543	6037404100	0.047872	0.000131	6037404100	5972
2544	6037404200	0.057977	0.000157	6037404200	7799
2545	6037404301	0.041782	0.000108	6037404301	5652
2546	6037404302	0.031138	0.00006	6037404302	2434
2547	6037404401	0.06224	0.000137	6037404401	3855
2548	6037404402	0.085971	0.000331	6037404402	4676
2549	6037408501	0.051216	0.000087	6037408501	3217
2550	6037408502	0.081391	0.000338	6037408502	7759
2551	6037408503	0.114576	0.000456	6037408503	6258
2552	6037408601	0.058627	0.000213	6037408601	7374
2553	6037408623	0.040158	0.000092	6037408623	3117
2554	6037408624	0.054329	0.000139	6037408624	3285
2555	6037408625	0.062313	0.000208	6037408625	4113
2556	6037408626	0.082383	0.000252	6037408626	5225
2557	6037408627	0.096095	0.000303	6037408627	3201
2558	6037408628	0.074309	0.000221	6037408628	5548
2559	6037408629	0.062388	0.000183	6037408629	2860
2560	6037408703	0.215927	0.001638	6037408703	6898
2561	6037408704	0.049086	0.000115	6037408704	3148
2562	6037460000	0.139399	0.000657	6037460000	4569
2563	6037460100	0.133772	0.000547	6037460100	5940
2564	6037460200	0.080466	0.000314	6037460200	5567
2565	6037460301	0.123435	0.000481	6037460301	4515
2566	6037460302	0.054627	0.000127	6037460302	4303
2567	6037460400	0.235653	0.000406	6037460400	886
2568	6037460501	0.181043	0.000738	6037460501	5560
2569	6037460502	0.093146	0.000253	6037460502	4430
2570	6037460600	0.113114	0.00043	6037460600	4320
2571	6037460700	0.139262	0.00073	6037460700	5202
2572	6037460800	0.122711	0.000652	6037460800	3112
2573	6037460900	0.078183	0.000245	6037460900	7009
2574	6037461000	0.080555	0.000178	6037461000	6000
2575	6037461100	0.059706	0.000189	6037461100	4840
2576	6037461200	0.087361	0.000239	6037461200	4398
2577	6037461300	0.091899	0.000188	6037461300	6569
2578	6037461400	0.04812	0.000098	6037461400	3158
2579	6037461500	0.059321	0.000216	6037461500	10691
2580	6037461600	0.053447	0.000161	6037461600	5858
2581	6037461700	0.080647	0.000219	6037461700	1449
2582	6037461900	0.051111	0.000168	6037461900	6623
2583	6037462000	0.039907	0.000099	6037462000	9001
2584	6037462100	0.040799	0.000101	6037462100	5741
2585	6037462200	0.041795	0.000107	6037462200	5297
2586	6037462300	0.045694	0.000129	6037462300	7657
2587	6037462400	0.046681	0.000128	6037462400	4365
2588	6037462500	0.101365	0.000255	6037462500	6046
2589	6037462600	0.050323	0.000104	6037462600	2338
2590	6037462700	0.050678	0.00016	6037462700	5500
2591	6037462800	0.04252	0.00011	6037462800	2966
2592	6037462900	0.064411	0.00023	6037462900	3659
2593	6037463000	0.054074	0.000174	6037463000	1834
2594	6037463101	0.050711	0.00011	6037463101	2458
2595	6037463102	0.105016	0.000248	6037463102	3656
2596	6037463200	0.070717	0.00016	6037463200	3569
2597	6037463300	0.045104	0.000067	6037463300	2057
2598	6037463400	0.079377	0.00019	6037463400	5688
2599	6037463500	0.051856	0.000166	6037463500	5396
2600	6037463600	0.056163	0.000179	6037463600	8698
2601	6037463700	0.055878	0.000175	6037463700	1745
2602	6037463800	0.083991	0.000276	6037463800	3805
2603	6037463900	0.060487	0.00019	6037463900	3286
2604	6037464000	0.079952	0.000308	6037464000	5474
2605	6037464100	0.138338	0.000612	6037464100	7081
2606	6037464200	0.083307	0.000339	6037464200	5848
2607	6037480002	0.05708	0.00013	6037480002	3246
2608	6037480011	0.043771	0.000108	6037480011	5077
2609	6037480012	0.046702	0.000125	6037480012	4813
2610	6037480101	0.044066	0.00011	6037480101	3784
2611	6037480102	0.044943	0.000118	6037480102	4187
2612	6037480201	0.0567	0.000148	6037480201	3744
2613	6037480202	0.04878	0.000148	6037480202	2403
2614	6037480301	0.039229	0.000086	6037480301	8175
2615	6037480302	0.045194	0.000102	6037480302	4303
2616	6037480400	0.054112	0.000125	6037480400	5661
2617	6037480500	0.073927	0.000208	6037480500	5475
2618	6037480600	0.094724	0.000225	6037480600	7046
2619	6037480702	0.06757	0.000214	6037480702	4362
2620	6037480703	0.066693	0.000116	6037480703	3112
2621	6037480704	0.052013	0.000107	6037480704	4317
2622	6037480802	0.058289	0.000165	6037480802	3339
2623	6037480803	0.043986	0.000108	6037480803	3677
2624	6037480804	0.044587	0.000079	6037480804	4986
2625	6037480901	0.040183	0.000093	6037480901	4995
2626	6037480902	0.035804	0.000051	6037480902	4189
2627	6037480903	0.036168	0.00008	6037480903	3348
2628	6037481001	0.04675	0.000101	6037481001	3992
2629	6037481002	0.042756	0.00009	6037481002	5487
2630	6037481101	0.041663	0.000086	6037481101	4088
2631	6037481102	0.034414	0.000058	6037481102	3605
2632	6037481103	0.053741	0.000138	6037481103	5295
2633	6037481201	0.045617	0.000097	6037481201	3199
2634	6037481202	0.052491	0.000155	6037481202	6607
2635	6037481300	0.043978	0.000087	6037481300	2963
2636	6037481401	0.047874	0.000118	6037481401	6062
2637	6037481402	0.062679	0.000177	6037481402	6989
2638	6037481500	0.07064	0.000212	6037481500	4417
2639	6037481602	0.055023	0.000159	6037481602	8552
2640	6037481603	0.034914	0.000064	6037481603	3946
2641	6037481604	0.032418	0.00006	6037481604	4017
2642	6037481711	0.026812	0.000044	6037481711	4400
2643	6037481712	0.041044	0.000076	6037481712	5273
2644	6037481713	0.032435	0.000043	6037481713	2617
2645	6037481714	0.032796	0.000044	6037481714	2510
2646	6037481800	0.039734	0.000079	6037481800	2710
2647	6037481901	0.06087	0.000182	6037481901	6704
2648	6037481902	0.056839	0.000083	6037481902	3306
2649	6037482001	0.079216	0.000288	6037482001	2819
2650	6037482002	0.068902	0.000244	6037482002	6811
2651	6037482101	0.050352	0.000114	6037482101	4539
2652	6037482102	0.044859	0.000106	6037482102	2837
2653	6037482201	0.035795	0.000072	6037482201	3753
2654	6037482202	0.031778	0.000062	6037482202	5135
2655	6037482301	0.053783	0.00009	6037482301	5180
2656	6037482303	0.046733	0.000092	6037482303	5765
2657	6037482304	0.041732	0.00006	6037482304	3890
2658	6037482401	0.036219	0.000079	6037482401	3919
2659	6037482402	0.108975	0.00034	6037482402	6972
2660	6037482502	0.031675	0.000062	6037482502	3420
2661	6037482503	0.033709	0.00007	6037482503	4322
2662	6037482521	0.057971	0.00015	6037482521	5525
2663	6037482522	0.059799	0.000152	6037482522	4434
2664	6037482600	0.07705	0.000279	6037482600	6752
2665	6037482701	0.077292	0.000118	6037482701	4190
2666	6037482702	0.041202	0.000067	6037482702	2439
2667	6037482800	0.095836	0.000297	6037482800	4309
2668	6037500100	0.157577	0.00097	6037500100	3343
2669	6037500201	0.131055	0.000693	6037500201	5950
2670	6037500202	0.128738	0.000636	6037500202	4451
2671	6037500300	0.127114	0.000788	6037500300	2894
2672	6037500401	0.089082	0.000324	6037500401	8980
2673	6037500402	0.047998	0.00013	6037500402	5098
2674	6037500500	0.043538	0.000071	6037500500	2889
2675	6037500600	0.044941	0.000115	6037500600	5788
2676	6037500700	0.077443	0.000317	6037500700	6516
2677	6037500800	0.056114	0.000184	6037500800	5397
2678	6037500900	0.048402	0.000139	6037500900	5652
2679	6037501000	0.068497	0.000231	6037501000	7783
2680	6037501200	0.065752	0.000152	6037501200	4828
2681	6037501300	0.067167	0.000201	6037501300	6797
2682	6037501400	0.045981	0.000105	6037501400	4221
2683	6037501501	0.136574	0.000619	6037501501	2164
2684	6037501503	0.037504	0.000076	6037501503	4966
2685	6037501504	0.037535	0.000071	6037501504	3627
2686	6037501600	0.146618	0.000943	6037501600	6915
2687	6037501700	0.051159	0.000134	6037501700	3418
2688	6037501801	0.045416	0.000107	6037501801	7428
2689	6037533401	0.038187	0.000045	6037533401	5051
2690	6037533402	0.03074	0.000048	6037533402	4111
2691	6037533403	0.036269	0.000046	6037533403	3390
2692	6037533501	0.027161	0.000041	6037533501	3362
2693	6037533502	0.019354	0.000023	6037533502	2403
2694	6037533503	0.01768	0.000017	6037533503	2285
2695	6037533601	0.039425	0.000054	6037533601	4670
2696	6037533602	0.045862	0.000069	6037533602	6243
2697	6037533603	0.050564	0.000076	6037533603	6463
2698	6037533701	0.024713	0.000039	6037533701	3877
2699	6037533702	0.022977	0.00003	6037533702	3663
2700	6037533703	0.039242	0.00007	6037533703	4213
2701	6037533801	0.07544	0.000156	6037533801	7909
2702	6037533803	0.045629	0.000075	6037533803	6404
2703	6037533804	0.032521	0.00005	6037533804	4579
2704	6037533901	0.047221	0.000072	6037533901	6588
2705	6037533902	0.042613	0.000071	6037533902	4251
2706	6037534001	0.039358	0.000075	6037534001	5686
2707	6037534002	0.051408	0.000087	6037534002	4196
2708	6037534101	0.041958	0.000052	6037534101	2401
2709	6037534102	0.04285	0.000078	6037534102	6745
2710	6037534201	0.03074	0.000052	6037534201	4562
2711	6037534202	0.034666	0.000057	6037534202	6290
2712	6037534203	0.046369	0.000081	6037534203	3335
2713	6037534301	0.04518	0.000084	6037534301	4533
2714	6037534302	0.024965	0.000036	6037534302	3927
2715	6037534403	0.025208	0.00003	6037534403	2975
2716	6037534404	0.028598	0.000039	6037534404	3875
2717	6037534405	0.031957	0.000053	6037534405	4435
2718	6037534406	0.028924	0.000038	6037534406	4463
2719	6037534501	0.032614	0.000065	6037534501	5402
2720	6037534502	0.043087	0.000057	6037534502	4222
2721	6037534700	0.029273	0.000052	6037534700	4194
2722	6037534802	0.026158	0.000038	6037534802	2967
2723	6037534803	0.042987	0.00006	6037534803	4937
2724	6037534804	0.027342	0.000035	6037534804	4082
2725	6037534900	0.044965	0.000101	6037534900	6544
2726	6037535000	0.040869	0.00009	6037535000	7915
2727	6037535101	0.050259	0.000111	6037535101	6768
2728	6037535102	0.037676	0.000057	6037535102	3792
2729	6037535200	0.053654	0.000086	6037535200	5358
2730	6037535300	0.050659	0.000105	6037535300	6067
2731	6037535400	0.068009	0.000092	6037535400	3045
2732	6037535501	0.037009	0.000049	6037535501	3983
2733	6037535502	0.027742	0.000045	6037535502	5096
2734	6037535503	0.022515	0.000029	6037535503	2635
2735	6037535603	0.046907	0.000078	6037535603	4061
2736	6037535604	0.030102	0.000042	6037535604	4556
2737	6037535605	0.026827	0.000044	6037535605	4441
2738	6037535606	0.023896	0.000018	6037535606	2077
2739	6037535607	0.044701	0.000093	6037535607	4824
2740	6037535701	0.039362	0.000075	6037535701	6051
2741	6037535702	0.042271	0.000096	6037535702	5502
2742	6037535802	0.037827	0.000077	6037535802	6869
2743	6037535803	0.026059	0.000042	6037535803	4558
2744	6037535804	0.029243	0.000048	6037535804	5682
2745	6037535901	0.040689	0.000081	6037535901	5769
2746	6037535902	0.041736	0.000101	6037535902	6235
2747	6037536000	0.048848	0.000129	6037536000	3854
2748	6037536101	0.086595	0.00031	6037536101	9986
2749	6037536102	0.082219	0.000307	6037536102	3011
2750	6037536200	0.097801	0.000214	6037536200	7185
2751	6037540000	0.056042	0.000181	6037540000	7012
2752	6037540101	0.052927	0.00012	6037540101	6441
2753	6037540102	0.046459	0.000117	6037540102	6839
2754	6037540201	0.03062	0.000025	6037540201	2384
2755	6037540202	0.038717	0.000073	6037540202	7262
2756	6037540203	0.039941	0.000087	6037540203	5419
2757	6037540300	0.063478	0.000135	6037540300	5656
2758	6037540400	0.024206	0.000031	6037540400	2080
2759	6037540501	0.061474	0.000152	6037540501	6056
2760	6037540502	0.032943	0.000057	6037540502	6751
2761	6037540600	0.039408	0.000094	6037540600	3597
2762	6037540700	0.049995	0.000112	6037540700	3106
2763	6037540800	0.080699	0.000189	6037540800	5583
2764	6037540901	0.048519	0.000111	6037540901	4738
2765	6037540902	0.062742	0.000245	6037540902	4370
2766	6037541001	0.064128	0.000252	6037541001	1166
2767	6037541002	0.076064	0.000335	6037541002	3329
2768	6037541100	0.047211	0.000121	6037541100	3184
2769	6037541200	0.069123	0.000207	6037541200	5445
2770	6037541300	0.048473	0.000131	6037541300	5696
2771	6037541400	0.045899	0.000093	6037541400	6633
2772	6037541500	0.038223	0.000077	6037541500	5202
2773	6037541603	0.059855	0.000123	6037541603	2886
2774	6037541604	0.037107	0.000083	6037541604	6110
2775	6037541605	0.04341	0.000085	6037541605	5266
2776	6037541606	0.02415	0.000034	6037541606	2544
2777	6037541700	0.054531	0.000141	6037541700	6404
2778	6037541801	0.037192	0.000072	6037541801	4963
2779	6037541802	0.043512	0.000108	6037541802	5324
2780	6037542000	0.041744	0.000098	6037542000	5507
2781	6037542101	0.044248	0.000116	6037542101	7033
2782	6037542102	0.070306	0.000149	6037542102	7669
