OBJECTID	tract	SHAPE_Length	SHAPE_Area	Tract_1	Population
918	6059011601	0.044	0.000117	6059011601	8292
919	6059011602	0.111538	0.00055	6059011602	5762
920	6059011707	0.075532	0.000203	6059011707	4379
921	6059011708	0.042029	0.000093	6059011708	4406
922	6059011709	0.06601	0.0002	6059011709	4399
923	6059011710	0.051976	0.000134	6059011710	3526
924	6059011711	0.041628	0.000108	6059011711	7226
925	6059011712	0.04871	0.000143	6059011712	4687
926	6059011714	0.111043	0.000607	6059011714	302
927	6059011715	0.071139	0.000235	6059011715	5711
928	6059011716	0.055509	0.000152	6059011716	4131
929	6059011717	0.04468	0.000105	6059011717	2693
930	6059011718	0.045833	0.000126	6059011718	3361
931	6059011720	0.066351	0.000142	6059011720	7535
932	6059011721	0.043893	0.00007	6059011721	4654
933	6059011722	0.072991	0.000134	6059011722	3136
934	6059021802	0.092385	0.000412	6059021802	6538
935	6059021807	0.10213	0.000211	6059021807	3822
936	6059021809	0.053614	0.000161	6059021809	2616
937	6037121600	0.048073	0.00011	6037121600	2841
938	6037121800	0.050299	0.00014	6037121800	7451
939	6037121900	0.052656	0.000156	6037121900	4262
940	6037122000	0.089001	0.000325	6037122000	5077
941	6037122110	0.054507	0.000123	6037122110	5421
942	6037122120	0.042073	0.00007	6037122120	4761
943	6037122200	0.094222	0.000213	6037122200	5607
944	6037122410	0.033784	0.00007	6037122410	4041
945	6037122420	0.037377	0.000086	6037122420	5000
946	6037123010	0.040372	0.000099	6037123010	4507
947	6037123020	0.030032	0.000055	6037123020	3317
948	6037123103	0.04052	0.000086	6037123103	4223
949	6037123104	0.035147	0.000076	6037123104	4774
950	6037123203	0.038063	0.000057	6037123203	4071
951	6037123204	0.023155	0.000031	6037123204	3479
952	6037123205	0.034778	0.000075	6037123205	2700
953	6037123206	0.031411	0.00006	6037123206	3017
954	6037123301	0.051654	0.000132	6037123301	4800
955	6037123303	0.037364	0.000061	6037123303	3317
956	6037123304	0.037845	0.000082	6037123304	4096
957	6037123410	0.028772	0.000049	6037123410	4487
958	6037123420	0.043375	0.000077	6037123420	4512
959	6111007508	0.058291	0.00016	6111007508	3820
960	6111007602	0.138248	0.000543	6111007602	8329
961	6111007606	0.170662	0.001352	6111007606	640
962	6111007607	0.176073	0.000788	6111007607	6374
963	6111007608	0.089113	0.000388	6111007608	8349
964	6111007700	0.18675	0.000958	6111007700	5629
965	6111007800	0.055395	0.000162	6111007800	3309
966	6111007901	0.052603	0.000154	6111007901	5339
967	6111007904	0.056653	0.000188	6111007904	5865
968	6111008001	0.044488	0.000096	6111008001	3294
969	6111008002	0.103667	0.000242	6111008002	4571
970	6111008004	0.065281	0.000171	6111008004	5275
971	6111008005	0.037377	0.000085	6111008005	2814
972	6111008101	0.047795	0.000139	6111008101	3291
973	6111008201	0.072413	0.000259	6111008201	3495
974	6111008202	0.04805	0.000135	6111008202	4488
975	6111008401	0.072478	0.000227	6111008401	4550
976	6073013307	0.049621	0.000127	6073013307	3912
977	6073013308	0.066696	0.000152	6073013308	3804
978	6073013309	0.070277	0.000238	6073013309	6471
979	6073013310	0.174331	0.000792	6073013310	2212
980	6073013311	0.078616	0.000317	6073013311	7849
981	6073013312	0.040558	0.000083	6073013312	2705
982	6073013313	0.32707	0.003551	6073013313	1355
983	6073013401	0.069683	0.000232	6073013401	4058
984	6073013409	0.083276	0.00025	6073013409	5477
985	6073013410	0.233085	0.002028	6073013410	3492
986	6073013411	0.090985	0.000453	6073013411	5218
987	6073013412	0.114566	0.000448	6073013412	5112
988	6073013413	0.10212	0.000422	6073013413	8339
989	6073013414	0.071021	0.000266	6073013414	6623
990	6073013415	0.048515	0.000106	6073013415	1639
991	6073013416	0.062721	0.000219	6073013416	4133
992	6073013417	0.069072	0.000204	6073013417	2296
993	6073013418	0.05397	0.000176	6073013418	6037
994	6073013419	0.115721	0.000538	6073013419	2260
995	6073013503	0.071326	0.000262	6073013503	5799
996	6073013504	0.084076	0.000213	6073013504	2914
997	6073013505	0.071417	0.000274	6073013505	4950
998	6073013506	0.117649	0.000657	6073013506	2368
999	6073013601	0.083614	0.000312	6073013601	5316
1000	6073013604	0.076062	0.000338	6073013604	6350
1001	6073013605	0.137954	0.000551	6073013605	5433
1002	6073013606	0.09596	0.000365	6073013606	6231
1003	6073013701	0.084625	0.000223	6073013701	2208
1004	6073013702	0.079648	0.000238	6073013702	5151
1005	6073013801	0.067565	0.000219	6073013801	4953
1006	6073013802	0.033403	0.000067	6073013802	3093
1007	6073013903	0.104051	0.000372	6073013903	4123
1008	6073013905	0.066878	0.000209	6073013905	3110
1009	6073013906	0.074763	0.00018	6073013906	4588
1010	6073013907	0.048651	0.000128	6073013907	3905
1011	6037104104	0.060809	0.000156	6037104104	3507
1012	6037104105	0.036371	0.000059	6037104105	5233
1013	6037104106	0.101797	0.000444	6037104106	4886
1014	6037104107	0.106589	0.000347	6037104107	552
1015	6037104201	0.044932	0.000103	6037104201	4787
1016	6037104202	0.108509	0.000331	6037104202	7809
1017	6037104310	0.04006	0.000092	6037104310	3176
1018	6037104320	0.044026	0.000115	6037104320	5695
1019	6037104401	0.053575	0.000123	6037104401	4584
1020	6037104402	0.041251	0.000091	6037104402	5012
1021	6037104500	0.041555	0.000098	6037104500	4847
1022	6037104610	0.035188	0.000057	6037104610	3600
1023	6037104620	0.03432	0.000052	6037104620	3417
1024	6111000200	0.645782	0.015033	6111000200	2380
1025	6083001905	0.852014	0.031871	6083001905	3365
1026	6079010300	2.413893	0.167553	6079010300	7967
1027	6079012702	4.231222	0.284768	6079012702	6174
1028	6071004202	0.05747	0.000174	6071004202	4645
1029	6071004300	0.106166	0.000448	6071004300	8313
1030	6071004401	0.064334	0.000172	6071004401	3700
1031	6071004402	0.075232	0.000278	6071004402	9604
1032	6071004502	0.172491	0.001061	6071004502	17846
1033	6071004503	0.205598	0.001241	6071004503	2174
1034	6071004504	0.128108	0.000683	6071004504	5665
1035	6071004601	0.125112	0.000397	6071004601	6974
1036	6071004602	0.116192	0.000651	6071004602	10279
1037	6071004700	0.05837	0.000195	6071004700	5345
1038	6071004800	0.038155	0.000086	6071004800	2945
1039	6071004900	0.095641	0.000472	6071004900	6807
1040	6071005000	0.064702	0.000156	6071005000	1831
1041	6065043004	0.123197	0.000619	6065043004	7853
1042	6065043005	0.259107	0.00143	6065043005	4118
1043	6065043006	0.136999	0.000711	6065043006	4046
1044	6065043207	0.131613	0.000862	6065043207	10928
1045	6065043208	0.311525	0.004502	6065043208	6506
1046	6065043209	0.085458	0.00036	6065043209	7752
1047	6065043213	0.319128	0.004261	6065043213	3578
1048	6065043225	0.141296	0.000723	6065043225	5741
1049	6065043304	0.495308	0.010487	6065043304	5851
1050	6065043305	0.277728	0.003143	6065043305	5642
1051	6065043306	0.078241	0.00019	6065043306	3846
1052	6065043307	0.078118	0.000351	6065043307	5090
1053	6065043308	0.040504	0.000094	6065043308	2533
1054	6065043309	0.046798	0.000116	6065043309	2854
1055	6065043310	0.059186	0.000161	6065043310	3068
1056	6065043311	0.046055	0.000125	6065043311	2056
1057	6065043312	0.048012	0.000143	6065043312	3575
1058	6065043313	0.055515	0.000139	6065043313	3289
1059	6065043314	0.055031	0.00019	6065043314	3297
1060	6065043315	0.055076	0.000171	6065043315	2082
1061	6065043401	0.072435	0.000314	6065043401	5675
1062	6065043403	0.049114	0.000093	6065043403	2648
1063	6037185320	0.041626	0.000078	6037185320	3186
1064	6037186100	0.068416	0.000129	6037186100	4875
1065	6037186200	0.070841	0.000173	6037186200	8146
1066	6037186300	0.097669	0.000265	6037186300	6120
1067	6037186401	0.054839	0.000105	6037186401	6239
1068	6037186402	0.048842	0.000108	6037186402	5777
1069	6037187100	0.095181	0.000234	6037187100	6849
1070	6037187200	0.036628	0.000073	6037187200	3178
1071	6037187300	0.073339	0.000171	6037187300	3390
1072	6037188100	0.075237	0.000215	6037188100	4348
1073	6037188300	0.038055	0.000089	6037188300	3694
1074	6037195100	0.064167	0.000186	6037195100	4550
1075	6037195200	0.053655	0.000141	6037195200	6138
1076	6037195400	0.051794	0.000101	6037195400	4575
1077	6037195500	0.058012	0.00012	6037195500	5228
1078	6037195600	0.034574	0.000051	6037195600	3529
1079	6037195710	0.029236	0.000047	6037195710	4978
1080	6037195720	0.029504	0.000039	6037195720	3233
1081	6037195801	0.036428	0.00007	6037195801	6087
1082	6037195802	0.031057	0.000039	6037195802	2909
1083	6037195900	0.038898	0.000085	6037195900	7244
1084	6037197110	0.071297	0.000267	6037197110	586
1085	6037197200	0.079643	0.00017	6037197200	4979
1086	6037197300	0.052131	0.000105	6037197300	4679
1087	6037197410	0.038283	0.000077	6037197410	2936
1088	6037197420	0.034073	0.000059	6037197420	4165
1089	6037197500	0.032316	0.000066	6037197500	5263
1090	6037197600	0.03313	0.000046	6037197600	2984
1091	6037197700	0.03879	0.000064	6037197700	5517
1092	6037199000	0.055951	0.00015	6037199000	3641
1093	6037199110	0.043343	0.000089	6037199110	2751
1094	6037199120	0.049752	0.000089	6037199120	3561
1095	6037199201	0.026968	0.000038	6037199201	4444
1096	6037199202	0.053995	0.000092	6037199202	3164
1097	6037199300	0.09155	0.000251	6037199300	4028
1098	6059110401	0.063376	0.000217	6059110401	4634
1099	6059110402	0.064129	0.000191	6059110402	5299
1100	6059110500	0.106475	0.000451	6059110500	8599
1101	6059110603	0.070543	0.000189	6059110603	8573
1102	6059110604	0.081843	0.000351	6059110604	7234
1103	6059110605	0.064614	0.000218	6059110605	6787
1104	6059110606	0.043752	0.000107	6059110606	4841
1105	6059110607	0.054978	0.000121	6059110607	3434
1106	6037503901	0.04823	0.000087	6037503901	2670
1107	6037503902	0.105738	0.000516	6037503902	4492
1108	6037504001	0.051966	0.000133	6037504001	4784
1109	6037504002	0.052634	0.000151	6037504002	5138
1110	6037504101	0.046774	0.000126	6037504101	5369
1111	6037504102	0.184512	0.000614	6037504102	8
1112	6037530003	0.085385	0.00037	6037530003	2942
1113	6037530004	0.080959	0.000124	6037530004	3773
1114	6037530005	0.091397	0.000216	6037530005	4478
1115	6037530006	0.041702	0.000064	6037530006	3929
1116	6037530101	0.043503	0.000099	6037530101	5208
1117	6037530102	0.049725	0.000129	6037530102	5079
1118	6037530202	0.064161	0.000173	6037530202	4038
1119	6083000801	0.043846	0.000093	6083000801	4493
1120	6083001102	0.038889	0.000053	6083001102	5129
1121	6083001301	0.103455	0.000412	6083001301	3581
1122	6083001500	0.309433	0.003156	6083001500	3291
1123	6083001602	0.095261	0.000244	6083001602	5436
1124	6083001903	0.267984	0.002324	6083001903	5832
1125	6083002603	1.531902	0.039734	6083002603	6152
1126	6083002903	0.149233	0.000936	6083002903	5991
1127	6083002907	0.308662	0.004406	6083002907	3924
1128	6073019107	0.545736	0.011469	6073019107	2131
1129	6073020805	0.130968	0.000719	6073020805	3491
1130	6073020806	0.145826	0.000672	6073020806	5409
1131	6073020807	0.582245	0.009244	6073020807	2439
1132	6073020808	0.572252	0.009763	6073020808	9874
1133	6073020809	0.214081	0.001889	6073020809	6618
1134	6073020902	1.372738	0.038903	6073020902	2192
1135	6073020903	2.278928	0.128412	6073020903	3000
1136	6073020904	0.81258	0.014553	6073020904	3193
1137	6073021000	3.118398	0.267297	6073021000	3203
1138	6073021100	1.972028	0.111826	6073021100	6485
1139	6073021202	0.940362	0.017214	6073021202	3031
1140	6037408705	0.060059	0.000183	6037408705	5548
1141	6037408706	0.061973	0.000159	6037408706	1487
1142	6037408721	0.053404	0.000129	6037408721	8355
1143	6037408722	0.063597	0.000189	6037408722	4380
1144	6037408800	0.061198	0.000175	6037408800	3571
1145	6037430001	0.101674	0.000421	6037430001	4654
1146	6037430002	0.078925	0.00021	6037430002	7107
1147	6037430101	0.061192	0.000189	6037430101	4720
1148	6037430102	0.066208	0.000131	6037430102	5005
1149	6037430200	0.110439	0.000492	6037430200	1261
1150	6037430301	0.165048	0.000987	6037430301	4255
1151	6037430302	0.075434	0.000193	6037430302	5996
1152	6037430400	0.103933	0.000353	6037430400	4175
1153	6037430501	0.105632	0.000474	6037430501	3991
1154	6037430502	0.079108	0.000286	6037430502	6587
1155	6037430600	0.109777	0.000367	6037430600	4297
1156	6037430701	0.080362	0.00029	6037430701	5171
1157	6037430721	0.095895	0.000396	6037430721	3193
1158	6037430723	0.041395	0.000048	6037430723	3727
1159	6037430724	0.043733	0.000057	6037430724	4196
1160	6037430801	0.052417	0.000166	6037430801	5979
1161	6037430802	0.062575	0.00018	6037430802	4078
1162	6037430803	0.067055	0.000223	6037430803	5240
1163	6037430900	0.063823	0.00023	6037430900	9030
1164	6037431001	0.072921	0.000167	6037431001	7333
1165	6037431002	0.052386	0.000128	6037431002	2966
1166	6037431100	0.078129	0.000293	6037431100	6964
1167	6037431200	0.061656	0.000146	6037431200	6254
1168	6037431300	0.041834	0.00008	6037431300	2522
1169	6037431400	0.063716	0.000173	6037431400	3664
1170	6037431500	0.085008	0.000306	6037431500	8360
1171	6037431600	0.066213	0.000195	6037431600	3682
1172	6037431700	0.073154	0.000308	6037431700	6432
1173	6037431800	0.048865	0.000145	6037431800	5132
1174	6037431900	0.04653	0.000105	6037431900	3440
1175	6073004501	0.023999	0.00003	6073004501	3583
1176	6073004700	0.02332	0.000033	6073004700	2521
1177	6073005000	0.058271	0.000129	6073005000	2430
1178	6073005400	0.089117	0.000151	6073005400	3760
1179	6073005900	0.028158	0.000039	6073005900	2570
1180	6073006200	0.133785	0.000301	6073006200	252
1181	6073006802	0.062232	0.000094	6073006802	4817
1182	6073007100	0.131122	0.000273	6073007100	4715
1183	6073007502	0.035541	0.000067	6073007502	3154
1184	6073007904	0.042084	0.00009	6073007904	5837
1185	6073008001	0.064347	0.000167	6073008001	6800
1186	6073008303	0.091657	0.000426	6073008303	3457
1187	6073008339	0.209576	0.001117	6073008339	1770
1188	6059062610	0.142734	0.001176	6059062610	1495
1189	6059062611	0.06303	0.000179	6059062611	3739
1190	6059062612	0.077954	0.000263	6059062612	7201
1191	6059062614	0.107106	0.000626	6059062614	11539
1192	6059062621	0.15538	0.000963	6059062621	4940
1193	6059062622	0.070319	0.00029	6059062622	4231
1194	6059062626	0.0319	0.000042	6059062626	2672
1195	6059062627	0.043959	0.000101	6059062627	3153
1196	6059062628	0.0838	0.000289	6059062628	3374
1197	6059062629	0.097705	0.000132	6059062629	2695
1198	6059062630	0.113041	0.000482	6059062630	1653
1199	6059062631	0.070156	0.000301	6059062631	3541
1200	6059062635	0.052845	0.00011	6059062635	4131
1201	6059062641	0.059177	0.000181	6059062641	3503
1202	6059062645	0.095545	0.000519	6059062645	4824
1203	6059062646	0.04802	0.000125	6059062646	3643
1204	6059062647	0.078425	0.000161	6059062647	4206
1205	6059063009	0.098695	0.000281	6059063009	1671
1206	6059063101	0.064989	0.000185	6059063101	2831
1207	6059063102	0.048019	0.000142	6059063102	6289
1208	6059063103	0.048168	0.000095	6059063103	2560
1209	6059063201	0.039778	0.000094	6059063201	3611
1210	6059063202	0.048678	0.000093	6059063202	3510
1211	6059063301	0.037849	0.000089	6059063301	3049
1212	6059063302	0.060074	0.000138	6059063302	3986
1213	6059063601	0.058079	0.000176	6059063601	3662
1214	6059063701	0.043923	0.000075	6059063701	6692
1215	6059063702	0.055089	0.000128	6059063702	5592
1216	6059063802	0.046788	0.000119	6059063802	2894
1217	6059063803	0.07633	0.000267	6059063803	4650
1218	6059063805	0.049059	0.000102	6059063805	2329
1219	6059063806	0.077385	0.000224	6059063806	3656
1220	6059063807	0.062515	0.000253	6059063807	5237
1221	6059063808	0.037774	0.000074	6059063808	6753
1222	6059063902	0.065065	0.000239	6059063902	6688
1223	6073008312	0.222686	0.000846	6073008312	3890
1224	6073008327	0.111637	0.000622	6073008327	5015
1225	6073008512	0.059388	0.000198	6073008512	4178
1226	6073008701	0.066084	0.000156	6073008701	3518
1227	6073008901	0.064729	0.000131	6073008901	4410
1228	6073009104	0.06284	0.000167	6073009104	2687
1229	6073009301	0.064772	0.000143	6073009301	4275
1230	6073009508	0.081999	0.000296	6073009508	10013
1231	6059042317	0.081302	0.000304	6059042317	3623
1232	6059042320	0.098668	0.000335	6059042320	5545
1233	6059042338	0.05239	0.000173	6059042338	4814
1234	6059062623	0.1188	0.00051	6059062623	6435
1235	6059062639	0.061441	0.000155	6059062639	6241
1236	6059062642	0.064595	0.000211	6059062642	3243
1237	6037231500	0.039314	0.000089	6037231500	4218
1238	6037232300	0.036056	0.000061	6037232300	3791
1239	6037234300	0.037731	0.000085	6037234300	4262
1240	6037234600	0.055589	0.000125	6037234600	4813
1241	6037234800	0.032119	0.000063	6037234800	3314
1242	6037236400	0.058984	0.000141	6037236400	4193
1243	6037237100	0.047526	0.000099	6037237100	6558
1244	6037237800	0.040761	0.000095	6037237800	4217
1245	6037575803	0.019631	0.000019	6037575803	2968
1246	6037576000	0.060795	0.000093	6037576000	445
1247	6037576401	0.023107	0.000031	6037576401	5066
1248	6037576403	0.023	0.00003	6037576403	6082
1249	6037576601	0.033385	0.000047	6037576601	4395
1250	6037576802	0.027412	0.000045	6037576802	4162
1251	6037577200	0.045314	0.000093	6037577200	5447
1252	6037577501	0.064199	0.000077	6037577501	3379
1253	6037599000	0.096161	0.000298	6037599000	3025
1254	6037600502	0.044325	0.000073	6037600502	2294
1255	6037600602	0.032728	0.000067	6037600602	3275
1256	6037600703	0.034613	0.000046	6037600703	1846
1257	6037600801	0.039361	0.000095	6037600801	3181
1258	6037530203	0.042529	0.000071	6037530203	3377
1259	6037530204	0.035636	0.000069	6037530204	3690
1260	6037530301	0.034849	0.000059	6037530301	2260
1261	6037530302	0.040546	0.000084	6037530302	6597
1262	6037530400	0.059966	0.000154	6037530400	3853
1263	6037530500	0.038365	0.000089	6037530500	4576
1264	6037530601	0.036595	0.000058	6037530601	3489
1265	6037530602	0.043828	0.000065	6037530602	1604
1266	6037530700	0.055252	0.000091	6037530700	2100
1267	6037530801	0.042962	0.000079	6037530801	6172
1268	6037530802	0.041975	0.000058	6037530802	3672
1269	6037530901	0.026718	0.000043	6037530901	3954
1270	6037530902	0.034902	0.000052	6037530902	4010
1271	6037531000	0.046054	0.000096	6037531000	5511
1272	6037531101	0.036518	0.000067	6037531101	5229
1273	6037531102	0.028452	0.000045	6037531102	2944
1274	6037531201	0.035113	0.000057	6037531201	5558
1275	6037531202	0.032816	0.000042	6037531202	4990
1276	6037531301	0.047689	0.000079	6037531301	5490
1277	6037531302	0.048104	0.000086	6037531302	6568
1278	6037531501	0.0562	0.000163	6037531501	7634
1279	6037531502	0.026845	0.000043	6037531502	3367
1280	6029003810	0.063933	0.000253	6029003810	2578
1281	6029003811	0.06518	0.000263	6029003811	2173
1282	6029003812	0.094934	0.000433	6029003812	3701
1283	6029003813	0.132409	0.000717	6029003813	2316
1284	6029003900	0.789967	0.021794	6029003900	3130
1285	6029004000	0.364214	0.003307	6029004000	4279
1286	6029004101	0.084453	0.000325	6029004101	4192
1287	6029004102	0.068354	0.000194	6029004102	5315
1288	6029004200	0.613253	0.015974	6029004200	1149
1289	6029004301	0.591472	0.009548	6029004301	3810
1290	6029004302	0.079282	0.000389	6029004302	6201
1291	6029004401	0.083744	0.000309	6029004401	6610
1292	6029004402	0.061925	0.000181	6029004402	5065
1293	6071002701	0.174518	0.001836	6071002701	9397
1294	6071002702	0.423927	0.004652	6071002702	11154
1295	6071002800	0.079164	0.000325	6071002800	13604
1296	6071002901	0.061607	0.000128	6071002901	4102
1297	6071002902	0.061103	0.000191	6071002902	5911
1298	6071003000	0.046001	0.000124	6071003000	2192
1299	6071003100	0.065158	0.000263	6071003100	9503
1300	6071003200	0.063868	0.000252	6071003200	7254
1301	6071003300	0.109529	0.000458	6071003300	9943
1302	6071003401	0.075486	0.00025	6071003401	6451
1303	6071003402	0.060935	0.00019	6071003402	8543
1304	6071003403	0.064055	0.00019	6071003403	3656
1305	6071003501	0.104717	0.000604	6071003501	13569
1306	6071003502	0.105291	0.000671	6071003502	15355
1307	6071003601	0.121805	0.000746	6071003601	17548
1308	6071003602	0.100879	0.000507	6071003602	12652
1309	6071003700	0.04584	0.000123	6071003700	3362
1310	6071003800	0.121574	0.0007	6071003800	13498
1311	6071003900	0.054387	0.000148	6071003900	4680
1312	6071004000	0.256063	0.003216	6071004000	12760
1313	6071004100	0.149431	0.001243	6071004100	14130
1314	6071004201	0.08312	0.000315	6071004201	5999
1315	6071007000	0.069602	0.000223	6071007000	7150
1316	6071007102	0.125604	0.000504	6071007102	10567
1317	6071007104	0.100626	0.000422	6071007104	4085
1318	6071007105	0.106042	0.00034	6071007105	2841
1319	6071007106	0.071703	0.000267	6071007106	3979
1320	6071007107	0.098305	0.000247	6071007107	2609
1321	6071007108	0.084884	0.000296	6071007108	2064
1322	6071007200	0.130699	0.000924	6071007200	6800
1323	6071007301	0.133005	0.00075	6071007301	12160
1324	6071007302	0.306958	0.00288	6071007302	7987
1325	6071007403	0.078815	0.000384	6071007403	6458
1326	6071007404	0.107721	0.000376	6071007404	4446
1327	6071007406	0.090558	0.000444	6071007406	10389
1328	6071009300	0.289485	0.00109	6071009300	1284
1329	6071009400	0.249289	0.001111	6071009400	3040
1330	6059075403	0.083628	0.000254	6059075403	6298
1331	6059075404	0.066611	0.000181	6059075404	6143
1332	6059075405	0.039447	0.000087	6059075405	2686
1333	6059075504	0.075606	0.0002	6059075504	4071
1334	6059075505	0.058511	0.000166	6059075505	3513
1335	6059075506	0.051991	0.000131	6059075506	3247
1336	6059075507	0.049529	0.000127	6059075507	5372
1337	6059075512	0.031092	0.000058	6059075512	3510
1338	6059075513	0.032451	0.000064	6059075513	4669
1339	6059075514	0.031039	0.000049	6059075514	3923
1340	6059075515	0.209268	0.001902	6059075515	7482
1341	6059075603	0.057202	0.00016	6059075603	3848
1342	6059075604	0.126018	0.000611	6059075604	7581
1343	6059075605	0.100534	0.000424	6059075605	5923
1344	6059075606	0.124123	0.000539	6059075606	6243
1345	6059075607	0.065575	0.000196	6059075607	5683
1346	6059075701	0.05723	0.000207	6059075701	6442
1347	6059075702	0.066204	0.000183	6059075702	3247
1348	6059075703	0.070708	0.000245	6059075703	3986
1349	6059075805	0.055405	0.000129	6059075805	4039
1350	6037600302	0.035752	0.000079	6037600302	3378
1351	6037600601	0.032035	0.000063	6037600601	2602
1352	6037601002	0.033903	0.000062	6037601002	5449
1353	6037601302	0.059828	0.000119	6037601302	7054
1354	6037601501	0.032866	0.000046	6037601501	4168
1355	6037601900	0.033024	0.000067	6037601900	6324
1356	6037602104	0.034516	0.000072	6037602104	5702
1357	6037602402	0.050472	0.000125	6037602402	6770
1358	6037603302	0.046593	0.000111	6037603302	3678
1359	6037603500	0.040079	0.000076	6037603500	2955
1360	6037620003	0.168676	0.000954	6037620003	1
1361	6037620702	0.050768	0.000129	6037620702	6387
1362	6037620800	0.063024	0.000241	6037620800	7271
1363	6037620902	0.032917	0.000056	6037620902	2879
1364	6037621321	0.040141	0.000067	6037621321	3646
1365	6037650300	0.061626	0.000181	6037650300	6439
1366	6073012600	0.140247	0.000326	6073012600	5013
1367	6073017106	0.313926	0.002964	6073017106	5188
1368	6073017107	0.066054	0.000186	6073017107	2915
1369	6073017401	0.087054	0.000328	6073017401	5520
1370	6073017603	0.057554	0.00016	6073017603	2477
1371	6073017801	0.090436	0.000436	6073017801	6483
1372	6073017805	0.150749	0.00048	6073017805	2710
1373	6073018200	0.054175	0.000151	6073018200	7818
1374	6073018507	0.10046	0.000452	6073018507	7351
1375	6073018510	0.084586	0.000188	6073018510	2889
1376	6073018516	0.070847	0.00021	6073018516	4196
1377	6073018611	0.240332	0.002362	6073018611	4944
1378	6073018903	0.123581	0.000684	6073018903	4771
1379	6073018905	0.090074	0.000273	6073018905	6425
1380	6073019404	0.051029	0.000112	6073019404	3516
1381	6073019405	0.047495	0.000104	6073019405	3860
1382	6073019503	0.069031	0.00017	6073019503	4593
1383	6073019807	0.116756	0.000477	6073019807	9386
1384	6073020013	0.14437	0.001018	6073020013	4586
1385	6065043215	0.46652	0.006192	6065043215	2889
1386	6059032023	0.587556	0.010838	6059032023	2735
1387	6059042103	0.101197	0.000337	6059042103	7530
1388	6059042305	0.106139	0.000244	6059042305	3782
1389	6059042310	0.092632	0.00027	6059042310	8680
1390	6059042315	0.12476	0.000583	6059042315	5933
1391	6059001202	0.047795	0.000085	6059001202	3367
1392	6059001301	0.056333	0.000188	6059001301	6183
1393	6059001303	0.048077	0.000112	6059001303	5750
1394	6059001304	0.067747	0.000119	6059001304	3945
1395	6059001401	0.062222	0.000164	6059001401	5604
1396	6059001402	0.045296	0.000125	6059001402	5195
1397	6037199700	0.041664	0.000093	6037199700	3298
1398	6037199800	0.03254	0.000061	6037199800	5697
1399	6037199900	0.031179	0.000041	6037199900	2573
1400	6037201110	0.046134	0.000085	6037201110	1787
1401	6037201120	0.042717	0.000092	6037201120	5238
1402	6037201200	0.032585	0.000045	6037201200	2655
1403	6037201301	0.059788	0.00009	6037201301	3678
1404	6037201302	0.044406	0.000089	6037201302	3642
1405	6037201401	0.047028	0.000126	6037201401	4738
1406	6037201402	0.055942	0.000187	6037201402	4484
1407	6037201501	0.042631	0.000083	6037201501	5744
1408	6037201503	0.028026	0.000041	6037201503	3403
1409	6037201504	0.029249	0.000037	6037201504	2422
1410	6037201600	0.063491	0.000156	6037201600	5062
1411	6037201700	0.064785	0.000164	6037201700	4438
1412	6037203100	0.033867	0.000061	6037203100	4893
1413	6037203200	0.031791	0.000052	6037203200	4961
1414	6037203300	0.043192	0.00011	6037203300	1295
1415	6037203500	0.042889	0.000097	6037203500	3993
1416	6037203600	0.033913	0.000073	6037203600	6554
1417	6037203710	0.023549	0.000027	6037203710	3473
1418	6037203720	0.024094	0.00003	6037203720	4344
1419	6037203800	0.027906	0.000047	6037203800	4898
1420	6037203900	0.034934	0.000043	6037203900	3076
1421	6037204110	0.031506	0.00006	6037204110	3117
1422	6037204120	0.021796	0.000026	6037204120	2769
1423	6037204200	0.023597	0.000029	6037204200	3280
1424	6037204300	0.033221	0.000063	6037204300	4995
1425	6037204410	0.022348	0.000028	6037204410	2490
1426	6037204420	0.023035	0.00003	6037204420	3764
1427	6037204600	0.0353	0.000055	6037204600	4083
1428	6065043210	0.119369	0.00086	6065043210	4514
1429	6065043211	0.064691	0.00023	6065043211	5556
1430	6065043212	0.138281	0.00063	6065043212	5651
1431	6065043214	0.958604	0.015356	6065043214	18565
1432	6065043216	0.106432	0.000487	6065043216	6487
1433	6037400302	0.054887	0.000129	6037400302	2877
1434	6037400303	0.146291	0.000767	6037400303	3898
1435	6037400304	0.099948	0.000306	6037400304	7088
1436	6037400401	0.109695	0.000708	6037400401	4656
1437	6037400402	0.115843	0.00041	6037400402	3690
1438	6037400500	0.135103	0.000756	6037400500	2300
1439	6037400602	0.066284	0.00015	6037400602	4799
1440	6037400603	0.189185	0.000876	6037400603	4336
1441	6037400604	0.140388	0.000469	6037400604	2677
1442	6037400800	0.06299	0.000258	6037400800	3441
1443	6037400900	0.061189	0.00019	6037400900	3785
1444	6037401001	0.047807	0.000139	6037401001	3086
1445	6037401002	0.04813	0.000145	6037401002	3770
1446	6037401101	0.073692	0.000285	6037401101	5269
1447	6037401102	0.048146	0.000125	6037401102	3065
1448	6037401201	0.074034	0.00025	6037401201	3324
1449	6037401202	0.079584	0.000305	6037401202	4420
1450	6037401203	0.057998	0.000187	6037401203	5349
1451	6037401302	0.21831	0.001692	6037401302	8694
1452	6037401311	0.091945	0.000427	6037401311	6757
1453	6037401312	0.070354	0.000272	6037401312	5540
1454	6037401500	0.121245	0.000367	6037401500	5357
1455	6037401601	0.09233	0.000249	6037401601	4885
1456	6037401602	0.057548	0.000199	6037401602	5452
1457	6037401603	0.056682	0.000188	6037401603	3013
