OBJECTID	tract	SHAPE_Length	SHAPE_Area	density	Tract_1	Population
2049	6111005906	0.177614	0.001264	4824607	6111005906	6101
2050	6111005907	0.108736	0.000319	10761440	6111005907	3437
2051	6111005908	0.063405	0.000182	14844619	6111005908	2704
2052	6111002600	0.052818	0.000133	24639856	6111002600	3294
2053	6111002902	0.208413	0.001966	2714235	6111002902	5337
2054	6111003001	0.063525	0.000212	22832842	6111003001	4856
2055	6111003201	0.029197	0.000051	87642352	6111003201	4531
2056	6111003800	0.053188	0.000163	52741636	6111003800	8640
2057	6111004400	0.062982	0.000215	34946520	6111004400	7540
2058	6111004503	0.032774	0.000053	65477692	6111004503	3508
2059	6111004704	0.195936	0.001897	795894	6111004704	1510
2060	6111005002	0.118642	0.000806	3647423.25	6111005002	2942
2061	6111005202	0.197517	0.001242	2007403.625	6111005202	2495
2062	6111005502	0.07262	0.000171	27174908	6111005502	4674
2063	6111007300	0.600604	0.0139	110356.6875	6111007300	1534
2064	6065041811	0.123802	0.000841	7629006.5	6065041811	6423
2065	6065041812	0.046401	0.000127	24531784	6065041812	3135
2066	6065041813	0.051801	0.000176	34683540	6065041813	6110
2067	6065041903	0.150807	0.000625	17938624	6065041903	11212
2068	6065041904	0.179129	0.000464	9945301	6065041904	4623
2069	6065041905	0.053386	0.000055	51718240	6065041905	2887
2070	6065041906	0.06587	0.000167	38881088	6065041906	6498
2071	6065041907	0.545176	0.006561	260020	6065041907	1706
2072	6065041908	0.505688	0.00786	877674.9375	6065041908	6899
2073	6065041909	0.140254	0.000896	5305627	6065041909	4754
2074	6065042003	0.182417	0.001119	2657493.75	6065042003	2975
2075	6065042004	0.161507	0.000569	5307434.5	6065042004	3022
2076	6065042005	0.155439	0.000946	2539322.25	6065042005	2404
2077	6065042006	0.223887	0.00092	14112252	6065042006	12996
2078	6065042007	0.564162	0.013077	270149.3438	6065042007	3533
2079	6065042008	0.422286	0.005286	762127.8125	6065042008	4029
2080	6065042009	0.190607	0.001143	3955873.5	6065042009	4522
2081	6065042010	0.133187	0.001052	4055076	6065042010	4267
2082	6065042100	0.335384	0.003013	328504.3438	6065042100	990
2083	6065042202	0.110809	0.000436	3728660.5	6065042202	1626
2084	6065042205	0.162882	0.00155	5265870.5	6065042205	8164
2085	6065042206	0.098707	0.000278	18613762	6065042206	5190
2086	6065042207	0.113209	0.000276	9245756	6065042207	2561
2087	6065042208	0.067757	0.000176	14031454	6065042208	2471
2088	6065042209	0.128145	0.000495	6299079	6065042209	3124
2089	6065042210	0.059228	0.000133	30212536	6065042210	4019
2090	6065042211	0.036925	0.000075	47257392	6065042211	3571
2091	6065042212	0.135474	0.000383	16209659	6065042212	6218
2092	6065042213	0.117807	0.000298	16874224	6065042213	5033
2093	6065042214	0.264504	0.002605	2234573	6065042214	5822
2094	6065042300	0.210176	0.001004	5877261	6065042300	5903
2095	6065042401	0.247248	0.002089	1064671.25	6065042401	2225
2096	6065042402	0.087041	0.000298	12880019	6065042402	3850
2097	6065042403	0.060824	0.00019	18649118	6065042403	3544
2098	6065042404	0.047575	0.000102	18091810	6065042404	1862
2099	6065042405	0.047109	0.000102	40990160	6065042405	4204
2100	6065042406	0.046483	0.000097	42657236	6065042406	4161
2101	6065042407	0.046454	0.000126	24783412	6065042407	3134
2102	6065042408	0.047608	0.000129	21810116	6065042408	2834
2103	6065042409	0.053628	0.000155	20766048	6065042409	3230
2104	6065042410	0.063104	0.000234	19442710	6065042410	4563
2105	6065042411	0.056407	0.000139	19809984	6065042411	2764
2106	6065042412	0.435817	0.004946	794669.6875	6065042412	3931
2107	6065042504	0.078909	0.000227	12574753	6065042504	2856
2108	6065042505	0.096411	0.000359	8955771	6065042505	3224
2109	6065042506	0.07031	0.000303	13188799	6065042506	4000
2110	6065042507	0.106845	0.000504	8243872.5	6065042507	4157
2111	6065042508	0.045411	0.00012	36963480	6065042508	4465
2112	6065042509	0.046212	0.000124	25047286	6065042509	3112
2113	6065042510	0.04581	0.000121	40556064	6065042510	4921
2114	6065042511	0.054416	0.000161	20119418	6065042511	3254
2115	6065042512	0.054009	0.000162	18206156	6065042512	2967
2116	6065042513	0.043414	0.000112	28429766	6065042513	3211
2117	6065042514	0.03952	0.000096	30625908	6065042514	2962
2118	6065042515	0.060925	0.000127	26652282	6065042515	3409
2119	6065042516	0.039325	0.000095	34911288	6065042516	3350
2120	6065042517	0.038608	0.000092	33236044	6065042517	3074
2121	6065042518	0.038814	0.000094	26382156	6065042518	2484
2122	6065042519	0.048026	0.000089	17917998	6065042519	1601
2123	6065042520	0.060337	0.000147	24579758	6065042520	3630
2124	6065042521	0.056632	0.000158	29382858	6065042521	4649
2125	6065042522	0.046913	0.000127	32375506	6065042522	4124
2126	6065042523	0.031808	0.000062	30634148	6065042523	1906
2127	6065042602	0.40971	0.003816	1105694.625	6065042602	4220
2128	6065042603	0.094769	0.000558	26088330	6065042603	14563
2129	6065043511	0.142918	0.000575	8215481	6065043511	4727
2130	6065043600	0.092054	0.000307	25961488	6065043600	7981
2131	6065043701	0.210624	0.001925	1646002.75	6065043701	3170
2132	6065043702	0.077064	0.000276	11543920	6065043702	3196
2133	6065043703	0.05946	0.000123	18326736	6065043703	2270
2134	6065043704	0.286445	0.003922	714024.6875	6065043704	2801
2135	6065043802	0.131101	0.000629	8000795	6065043802	5033
2136	6065043805	0.831798	0.015379	223739.7813	6065043805	3441
2137	6065043806	1.232472	0.036338	216737.7813	6065043806	7876
2138	6065043807	0.103813	0.000496	6681156.5	6065043807	3318
2139	6065043808	0.26069	0.003233	977937.5625	6065043808	3162
2140	6065043809	0.212934	0.002186	1365171	6065043809	2985
2141	6065043900	0.070668	0.000288	18837332	6065043900	5433
2142	6065044000	0.064669	0.000231	8597769	6065044000	1992
2143	6065044101	0.079035	0.00016	16385395	6065044101	2632
2144	6065044102	0.077438	0.000128	19025770	6065044102	2444
2145	6065044103	0.115673	0.000747	5165444.5	6065044103	3863
2146	6065044104	0.370734	0.004206	597359.9375	6065044104	2513
2147	6065044200	0.098269	0.000406	11874117	6065044200	4822
2148	6065044300	0.14159	0.000519	7732825	6065044300	4019
2149	6065044401	1.113813	0.043856	89108.82031	6065044401	3908
2150	6065044402	1.685737	0.066345	70524.27344	6065044402	4679
2151	6065044403	1.86838	0.100709	32271.14844	6065044403	3250
2152	6065044503	1.389124	0.031621	112077.0469	6065044503	3544
2153	6065044504	1.01406	0.018432	217609.5	6065044504	4011
2154	6065044505	0.195738	0.001149	4488285	6065044505	5158
2155	6065044506	0.211997	0.001719	3399459.75	6065044506	5844
2156	6065044507	0.161201	0.001029	4302745	6065044507	4428
2157	6065044508	0.323926	0.002687	1784509.375	6065044508	4795
2158	6065044509	0.082864	0.000223	12552811	6065044509	2811
2159	6065044510	0.085055	0.000318	14746847	6065044510	4692
2160	6065044601	0.676784	0.005369	1154230.5	6065044601	6198
2161	6065044602	0.063904	0.000253	13165268	6065044602	3336
2162	6065044604	0.132774	0.000549	7728165	6065044604	4249
2163	6065044701	0.064091	0.000254	14145477	6065044701	3602
2164	6065044702	0.053543	0.000166	13977295	6065044702	2333
2165	6065044804	0.064307	0.000255	12150861	6065044804	3099
2166	6065044805	0.049053	0.000125	13288004	6065044805	1667
2167	6065044806	0.049274	0.000126	18335006	6065044806	2326
2168	6065044807	1.914051	0.0146	95953.09375	6065044807	1401
2169	6065044808	0.074501	0.000245	7196350	6065044808	1768
2170	6065044904	0.389756	0.003114	797851.25	6065044904	2485
2171	6065044905	0.063553	0.000252	26755296	6065044905	6756
2172	6065044906	0.078447	0.000338	19665664	6065044906	6657
2173	6065045702	0.123201	0.000644	12251815	6065045702	7899
2174	6065045703	0.077002	0.0003	13033622	6065045703	3916
2175	6065045704	0.0365	0.000069	42818956	6065045704	2994
2176	6065045705	0.091319	0.000336	7133493.5	6065045705	2397
2177	6065045706	0.082018	0.000268	17911354	6065045706	4817
2178	6065045800	5.019325	0.961196	11576.20117	6065045800	11127
2179	6065045900	0.761668	0.026591	73370.63281	6065045900	1951
2180	6065046000	0.856939	0.012732	126686.1563	6065046000	1613
2181	6065046101	0.06705	0.000193	14762114	6065046101	2854
2182	6065046102	0.067082	0.000193	11627146	6065046102	2247
2183	6065046103	0.134041	0.000769	3403224.25	6065046103	2619
2184	6065046200	0.14818	0.001132	2944837	6065046200	3335
2185	6065046401	0.727315	0.019636	152417.25	6065046401	2993
2186	6065046402	0.164278	0.000671	5832315.5	6065046402	3917
2187	6065046403	0.147672	0.00073	7346755	6065046403	5368
2188	6065046404	0.1362	0.001033	2428647.25	6065046404	2511
2189	6065046405	0.111462	0.000413	9149331	6065046405	3784
2190	6065940300	0.163816	0.000781	0	6065940300	0
2191	6059021823	0.066716	0.000234	13681058	6059021823	3205
2192	6059021824	0.062084	0.00016	18072170	6059021824	2905
2193	6059021825	0.119126	0.000537	6265460.5	6059021825	3370
2194	6059021826	0.175167	0.000296	8675622	6059021826	2569
2195	6059021827	0.134859	0.000812	4313237.5	6059021827	3504
2196	6059021828	0.11805	0.000494	9516448	6059021828	4705
2197	6059021829	0.081504	0.00031	17378888	6059021829	5392
2198	6059021830	0.090466	0.000244	24003764	6059021830	5876
2199	6059021903	0.099397	0.000278	14261261	6059021903	3965
2200	6059021905	0.139616	0.00038	13723930	6059021905	5216
2201	6059021915	0.109707	0.000371	10954799	6059021915	4074
2202	6059021916	0.094703	0.000225	16771871	6059021916	3784
2203	6059021919	0.060948	0.000217	12742353	6059021919	2767
2204	6059021920	0.112452	0.000474	11255110	6059021920	5338
2205	6059021921	0.10789	0.00037	12195510	6059021921	4520
2206	6059021922	0.079337	0.00023	19849150	6059021922	4581
2207	6059021923	0.165571	0.001083	5410171.5	6059021923	5864
2208	6059021924	0.485221	0.007565	580268.0625	6059021924	4390
2209	6059032011	0.538216	0.011586	152067	6059032011	1762
2210	6059076201	0.062781	0.000215	25295274	6059076201	5448
2211	6059076202	0.067429	0.000215	26363856	6059076202	5689
2212	6059086402	0.045458	0.000123	43356224	6059086402	5336
2213	6059086404	0.047528	0.000115	53858176	6059086404	6217
2214	6059086405	0.046983	0.000117	57068328	6059086405	6699
2215	6059086406	0.04406	0.000104	38551764	6059086406	4019
2216	6059086407	0.092022	0.000223	26670750	6059086407	5957
2217	6059086501	0.048918	0.000133	35559352	6059086501	4748
2218	6073018803	0.324391	0.004746	828991	6073018803	3935
2219	6073019002	0.343543	0.003649	434075.0938	6073019002	1584
2220	6073019101	1.167743	0.02422	293014.0313	6073019101	7097
2221	6073019103	0.49369	0.006049	909538.3125	6073019103	5502
2222	6073019105	0.346394	0.00439	1167460.5	6073019105	5126
2223	6073019106	0.416547	0.006946	866369.25	6073019106	6018
2224	6073019203	0.085483	0.000368	7887546	6073019203	2904
2225	6073019205	0.064015	0.000187	29039004	6073019205	5436
2226	6073019206	0.054588	0.000139	40213072	6073019206	5626
2227	6073019207	0.24285	0.00231	3210576.5	6073019207	7418
2228	6073019208	0.314843	0.002957	967106.25	6073019208	2860
2229	6073019502	0.033559	0.000075	80104712	6073019502	6065
2230	6073019601	0.089526	0.000339	17456024	6073019601	5922
2231	6073019602	0.111643	0.000428	13110962	6073019602	5623
2232	6073019902	0.077454	0.00025	18278184	6073019902	4577
2233	6073019903	0.122762	0.00077	4584965.5	6073019903	3535
2234	6073019905	0.076148	0.000336	15259368	6073019905	5140
2235	6073020009	0.119064	0.000567	15865081	6073020009	9008
2236	6073020010	0.198375	0.001904	4000316.25	6073020010	7617
2237	6073020017	0.112198	0.000473	6354553.5	6073020017	3009
2238	6073020018	0.082851	0.000276	24228536	6073020018	6703
2239	6073020019	0.085614	0.000324	17780006	6073020019	5774
2240	6073020020	0.154652	0.000763	4857519	6073020020	3711
2241	6073020021	0.080283	0.000283	16475288	6073020021	4665
2242	6073020022	0.109971	0.000492	10855621	6073020022	5350
2243	6073020023	0.096097	0.000331	10995308	6073020023	3641
2244	6073020024	0.06305	0.000165	23264424	6073020024	3858
2245	6073020025	0.065295	0.000187	22538912	6073020025	4237
2246	6073020103	0.427037	0.005927	1264142.25	6073020103	7493
2247	6073020105	0.087695	0.000251	14633558	6073020105	3678
2248	6073020106	0.060796	0.000176	19731844	6073020106	3478
2249	6073009602	0.066434	0.000183	20148184	6073009602	3699
2250	6073010103	0.148681	0.000321	16873274	6073010103	5420
2251	6073010109	0.1752	0.001237	4002324.25	6073010109	4952
2252	6073010602	0.131311	0.000306	9028847	6073010602	2766
2253	6073011500	0.083074	0.000327	818840.4375	6073011500	268
2254	6073011801	0.032033	0.000062	62983588	6073011801	3950
2255	6059001403	0.050923	0.000132	24613830	6059001403	3272
2256	6059001404	0.086861	0.000284	13246531	6059001404	3767
2257	6059001501	0.091051	0.00032	17939392	6059001501	5747
2258	6059001503	0.077404	0.000297	17078932	6059001503	5088
2259	6059001504	0.061666	0.000206	21551542	6059001504	4459
2260	6059001505	0.081989	0.000302	21268504	6059001505	6432
2261	6059001506	0.097163	0.000475	9076645	6059001506	4319
2262	6059001507	0.078869	0.000199	21488040	6059001507	4290
2263	6059001601	0.109592	0.000489	13938659	6059001601	6824
2264	6059001602	0.099602	0.000411	10436607	6059001602	4292
2265	6059001704	0.075817	0.000288	10021221	6059001704	2890
2266	6059001705	0.053771	0.000156	27806182	6059001705	4359
2267	6059001706	0.090569	0.000368	10087365	6059001706	3716
2268	6059001707	0.108064	0.000498	12415106	6059001707	6192
2269	6059001708	0.08098	0.000304	12564363	6059001708	3821
2270	6059021810	0.054924	0.000146	25117364	6059021810	3681
2271	6059021812	0.086148	0.000299	21752078	6059021812	6505
2272	6059021813	0.126749	0.000446	96274.30469	6059021813	43
2273	6059021814	0.092361	0.000421	16603002	6059021814	6997
2274	6059021815	0.327776	0.003606	861302.875	6059021815	3106
2275	6059021816	0.090316	0.000279	17681210	6059021816	4943
2276	6059086502	0.042916	0.000102	65191700	6059086502	6678
2277	6059086601	0.048974	0.000118	83234056	6059086601	9872
2278	6059086602	0.05013	0.00011	55889072	6059086602	6177
2279	6059086701	0.080307	0.000202	42363100	6059086701	8598
2280	6059086702	0.056408	0.000116	57121812	6059086702	6646
2281	6059086801	0.053143	0.000159	19531960	6059086801	3114
2282	6059086802	0.058127	0.000171	31196434	6059086802	5359
2283	6059087102	0.054034	0.000138	42254604	6059087102	5862
2284	6059110102	0.061451	0.000146	38158924	6059110102	5606
2285	6059110115	0.076694	0.000166	21272444	6059110115	3543
2286	6059110116	0.064218	0.000119	40551648	6059110116	4848
2287	6059110301	0.061275	0.000181	36969472	6059110301	6725
2288	6059110302	0.059639	0.000213	27805702	6059110302	5944
2289	6059110303	0.050156	0.000125	38839744	6059110303	4862
2290	6059110304	0.051748	0.000129	37495972	6059110304	4864
2291	6025012302	1.01904	0.055795	38300.78516	6025012302	2137
2292	6025012400	4.65176	0.572725	2875.722656	6025012400	1647
2293	6025012500	0.76749	0.011285	300123.125	6025012500	3387
2294	6111003002	0.052544	0.000155	51850980	6111003002	8069
2295	6111003202	0.053676	0.000112	32555122	6111003202	3654
2296	6111003604	0.785084	0.006166	712847.9375	6111003604	4396
2297	6111003605	0.05906	0.000215	33663812	6111003605	7242
2298	6111003700	0.044304	0.000098	68591680	6111003700	6759
2299	6111004000	0.043868	0.000124	48363464	6111004000	6030
2300	6111004200	0.049331	0.000139	41615904	6111004200	5795
2301	6111005100	0.662227	0.013614	284613.4375	6111005100	3875
2302	6111005600	0.643941	0.010357	634923.625	6111005600	6576
2303	6059099306	0.047766	0.000112	52722344	6059099306	5931
2304	6059099415	0.158605	0.000717	7652335.5	6059099415	5494
2305	6059099603	0.094503	0.000519	12043329	6059099603	6253
2306	6059110008	0.073645	0.00019	22558350	6059110008	4304
2307	6037218600	0.034248	0.000065	56999240	6037218600	3742
2308	6037218800	0.027288	0.000036	78173280	6037218800	2821
2309	6037651101	0.110207	0.000534	9409661	6037651101	5029
2310	6037670411	0.083519	0.00028	15483445	6037670411	4339
2311	6037670414	0.085698	0.000349	11282297	6037670414	3947
2312	6037670702	0.180094	0.000665	8051119.5	6037670702	5357
2313	6037701602	0.039836	0.000064	52751540	6037701602	3379
2314	6037701802	0.04684	0.000122	37513676	6037701802	4579
2315	6037702700	0.052759	0.000133	24667182	6037702700	3294
2316	6037703100	0.079774	0.000262	20776320	6037703100	5445
2317	6037800502	0.342036	0.002095	1149849.125	6037800502	2409
2318	6037113303	0.096336	0.0004	9631202	6037113303	3855
2319	6037113321	0.042677	0.000105	51272776	6037113321	5385
2320	6037113322	0.064271	0.000178	21887494	6037113322	3917
2321	6037113401	0.062827	0.00024	20933578	6037113401	5037
2322	6037113421	0.066277	0.000213	26772194	6037113421	5713
2323	6037113422	0.056557	0.000146	40615904	6037113422	5948
2324	6037115101	0.078407	0.000379	12581856	6037115101	4771
2325	6037115102	0.058239	0.000162	34745500	6037115102	5639
2326	6037115201	0.056055	0.000152	37477920	6037115201	5728
2327	6037115202	0.065337	0.000208	22453472	6037115202	4674
2328	6037115301	0.066499	0.000161	22536106	6037115301	3636
2329	6037115302	0.037552	0.000085	56431712	6037115302	4802
2330	6037115401	0.064818	0.000188	29124098	6037115401	5489
2331	6037115402	0.055238	0.000157	38089964	6037115402	6010
2332	6037117100	0.056199	0.00018	34501532	6037117100	6242
2333	6037117200	0.064313	0.000255	23455604	6037117200	5982
2334	6037117301	0.049165	0.000135	26469774	6037117301	3585
2335	6037117302	0.075604	0.000197	23394548	6037117302	4613
2336	6037117303	0.053908	0.000177	17736984	6037117303	3153
2337	6037117404	0.05275	0.000172	22960310	6037117404	3965
2338	6037117405	0.018111	0.000019	180966208	6037117405	3553
2339	6037117406	0.032225	0.000057	119416944	6037117406	6894
2340	6037117510	0.02667	0.000034	118697088	6037117510	4136
2341	6037117520	0.025745	0.000035	107148960	6037117520	3762
2342	6037117530	0.030819	0.000054	101249192	6037117530	5518
2343	6037119000	0.075363	0.000197	30525472	6037119000	6036
2344	6037119100	0.047751	0.000103	47409628	6037119100	4911
2345	6037119200	0.053901	0.000126	31824400	6037119200	4039
2346	6037119310	0.029623	0.000042	73507464	6037119310	3152
2347	6037119320	0.028069	0.000048	78500824	6037119320	3812
2348	6037119330	0.031547	0.000055	104447632	6037119330	5824
2349	6037119340	0.045892	0.000051	133670888	6037119340	6864
2350	6037119400	0.049855	0.000154	43471996	6037119400	6726
2351	6037119700	0.046941	0.000125	37290620	6037119700	4666
2352	6037119800	0.044658	0.000116	48855164	6037119800	5714
2353	6037123510	0.036208	0.000077	62683340	6037123510	4872
2354	6037123520	0.03842	0.000049	63752820	6037123520	3152
2355	6037123601	0.052758	0.000148	33533878	6037123601	4988
2356	6037123602	0.041424	0.000091	37943508	6037123602	3461
2357	6037123700	0.038998	0.000093	44196360	6037123700	4145
2358	6037123800	0.054386	0.000161	35357152	6037123800	5710
2359	6037123900	0.053703	0.000157	42532720	6037123900	6701
2360	6037124000	0.051821	0.000133	32851040	6037124000	4376
2361	6037124101	0.03934	0.000094	79245640	6037124101	7509
2362	6037124102	0.031645	0.000062	65299844	6037124102	4101
2363	6037124201	0.039546	0.000095	37799068	6037124201	3610
2364	6037124202	0.032052	0.000063	99129192	6037124202	6261
2365	6037124300	0.038188	0.000085	50601736	6037124300	4319
2366	6037124400	0.039701	0.000091	45544212	6037124400	4157
2367	6037124500	0.042964	0.000079	36249112	6037124500	2882
2368	6037124700	0.055015	0.000136	33855008	6037124700	4636
2369	6037124901	0.0322	0.000064	94295272	6037124901	6058
2370	6037125100	0.0466	0.000127	43744928	6037125100	5581
2371	6037125200	0.046453	0.000126	27261282	6037125200	3445
2372	6037125310	0.060848	0.000103	38547632	6037125310	3984
2373	6037125320	0.042	0.000062	70618424	6037125320	4425
2374	6037137102	0.087486	0.000322	22863578	6037137102	7366
2375	6037137201	0.05809	0.000191	26735260	6037137201	5121
2376	6037137301	0.062865	0.000158	13740379	6037137301	2174
2377	6037137302	0.07413	0.00023	19057710	6037137302	4392
2378	6037137501	0.074912	0.000244	15205402	6037137501	3723
2379	6037137502	0.059459	0.000208	19270374	6037137502	4025
2380	6037139000	0.135746	0.00088	5422590	6037139000	4776
2381	6037139200	0.046001	0.000114	42283892	6037139200	4823
2382	6037139301	0.083835	0.000276	15025834	6037139301	4152
2383	6037139302	0.022963	0.000031	135836928	6037139302	4338
2384	6037139303	0.025644	0.000039	111624448	6037139303	4384
2385	6037139400	0.093177	0.000341	15757357	6037139400	5387
2386	6037199400	0.047815	0.000066	74652048	6037199400	4956
2387	6037204700	0.039957	0.000098	50401180	6037204700	4965
2388	6037209401	0.018846	0.00002	196722128	6037209401	3967
2389	6037209402	0.015011	0.000014	240561264	6037209402	3398
2390	6037209403	0.014796	0.000013	259214016	6037209403	3480
2391	6037209510	0.018087	0.000017	153433664	6037209510	2681
2392	6037209520	0.019817	0.000022	123443592	6037209520	2772
2393	6037209810	0.016092	0.000014	179981968	6037209810	2585
2394	6037209820	0.016984	0.000017	154955808	6037209820	2708
2395	6037210010	0.026848	0.000039	92193224	6037210010	3607
2396	6037224010	0.03829	0.000085	29628658	6037224010	2529
2397	6037224020	0.038982	0.000086	28164274	6037224020	2427
2398	6037224200	0.034868	0.000072	42252192	6037224200	3067
2399	6037224310	0.019439	0.000016	132092288	6037224310	2238
2400	6037224320	0.021069	0.000023	141020592	6037224320	3293
2401	6037224410	0.024901	0.000036	94778856	6037224410	3423
2402	6037224420	0.02663	0.000036	63903236	6037224420	2313
2403	6037224600	0.037775	0.000084	45797472	6037224600	3862
2404	6037224700	0.028539	0.000047	108975360	6037224700	5230
2405	6037226000	0.079086	0.000352	12001408	6037226000	4232
2406	6037226410	0.021417	0.000027	143569072	6037226410	3990
2407	6037226420	0.027076	0.000042	120944088	6037226420	5155
2408	6037226700	0.037449	0.000076	84479272	6037226700	6469
2409	6037227010	0.03669	0.000056	75407792	6037227010	4297
2410	6037227020	0.028163	0.000042	82914280	6037227020	3545
2411	6037228100	0.044555	0.000095	51436176	6037228100	4929
2412	6037228210	0.027601	0.000039	85959592	6037228210	3404
2413	6037228220	0.02799	0.000035	110931152	6037228220	3904
2414	6037228310	0.035024	0.000053	89042248	6037228310	4774
2415	6037228320	0.033055	0.000032	94403152	6037228320	3112
2416	6037228410	0.027143	0.000046	112784368	6037228410	5280
2417	6037228420	0.023286	0.000026	106350992	6037228420	2830
2418	6037228500	0.028011	0.000043	103360480	6037228500	4506
2419	6037228600	0.029611	0.000051	90079136	6037228600	4667
2420	6037228710	0.026818	0.000039	102400608	6037228710	4031
2421	6037228720	0.027212	0.000039	105507616	6037228720	4157
2422	6037228800	0.036467	0.00008	66647996	6037228800	5354
2423	6037228900	0.030046	0.000049	62122052	6037228900	3068
2424	6037229100	0.027969	0.000045	89643088	6037229100	4094
2425	6037229200	0.027842	0.000043	98854000	6037229200	4313
2426	6037229300	0.028933	0.000048	102299208	6037229300	4961
2427	6037229410	0.029917	0.000053	61084368	6037229410	3274
2428	6037229420	0.030557	0.000057	77681768	6037229420	4450
2429	6037231100	0.03665	0.000084	16377388	6037231100	1383
2430	6037231800	0.032249	0.000063	91300224	6037231800	5772
2431	6037231900	0.033968	0.000071	84905920	6037231900	6092
2432	6037232800	0.031028	0.000057	73714240	6037232800	4264
2433	6037237600	0.034749	0.000075	76413384	6037237600	5750
2434	6037239200	0.058125	0.000153	42151376	6037239200	6466
2435	6037239310	0.024114	0.000033	78116176	6037239310	2629
2436	6037239320	0.02401	0.000033	89093488	6037239320	2992
2437	6037239330	0.041289	0.000096	27622296	6037239330	2654
2438	6037239500	0.040652	0.000096	62447592	6037239500	5995
2439	6037239600	0.031228	0.00006	85759336	6037239600	5167
2440	6037239700	0.033006	0.000067	88258688	6037239700	5991
2441	6037239800	0.040751	0.000095	79198280	6037239800	7563
2442	6037240010	0.03867	0.000056	62858032	6037240010	3536
2443	6037240020	0.040594	0.00007	60630504	6037240020	4262
2444	6037240200	0.038359	0.000089	61298232	6037240200	5488
2445	6037240500	0.041878	0.000109	53848684	6037240500	5896
2446	6037240600	0.033118	0.000065	62902172	6037240600	4135
2447	6037240700	0.045343	0.000116	45141572	6037240700	5240
2448	6037240800	0.04193	0.000063	60192420	6037240800	3817
2449	6037240900	0.044148	0.000104	44891592	6037240900	4678
2450	6037241000	0.049144	0.000128	45944432	6037241000	5900
2451	6037241110	0.033397	0.000046	57303108	6037241110	2689
2452	6037241120	0.040228	0.000095	59171692	6037241120	5656
2453	6037241400	0.042605	0.0001	41828184	6037241400	4212
2454	6037242000	0.031728	0.000063	50446940	6037242000	3194
2455	6037242100	0.032544	0.000026	99909856	6037242100	2649
2456	6037242200	0.03858	0.000077	71336352	6037242200	5550
2457	6037242300	0.033624	0.00006	62080112	6037242300	3784
2458	6037242600	0.027841	0.000046	99300752	6037242600	4653
2459	6037242700	0.042362	0.0001	47100356	6037242700	4739
2460	6037243000	0.033769	0.000071	76856872	6037243000	5483
2461	6037243100	0.032451	0.000059	79790320	6037243100	4778
2462	6037300100	0.092881	0.000468	12464433	6037300100	5840
2463	6037300200	0.064953	0.000185	28553814	6037300200	5301
2464	6037300300	0.095443	0.000348	17929086	6037300300	6251
2465	6037300400	0.070263	0.000197	28474888	6037300400	5610
2466	6037300501	0.058947	0.000129	29831118	6037300501	3872
2467	6037300502	0.065712	0.000162	32655748	6037300502	5307
2468	6037300600	0.093498	0.000209	36211040	6037300600	7572
2469	6037300701	0.193021	0.001312	4561860	6037300701	5988
2470	6037300702	0.201364	0.001126	4876985.5	6037300702	5494
2471	6037300800	0.132669	0.000627	10645467	6037300800	6679
2472	6037300901	0.128783	0.00066	9334566	6037300901	6161
2473	6037300902	0.113059	0.00043	4475150	6037300902	1926
2474	6037301000	0.062405	0.0002	24488636	6037301000	4911
2475	6037301100	0.056641	0.000126	48354164	6037301100	6122
2476	6037301202	0.050533	0.000159	47635896	6037301202	7601
2477	6037301203	0.032387	0.000053	76037368	6037301203	4061
2478	6037301204	0.027204	0.00004	107339632	6037301204	4364
2479	6037311200	0.040832	0.000097	31196072	6037311200	3056
2480	6037311300	0.043617	0.000118	30242730	6037311300	3570
2481	6037311400	0.045525	0.00009	24170928	6037311400	2187
2482	6037311500	0.048499	0.000144	37002020	6037311500	5362
2483	6037311700	0.063406	0.00023	26113520	6037311700	6025
2484	6037311800	0.049018	0.00014	53697600	6037311800	7533
2485	6037320100	0.065519	0.000187	34750592	6037320100	6516
2486	6037320200	0.067449	0.00025	39667572	6037320200	9934
2487	6037320300	0.055693	0.000167	42930124	6037320300	7201
2488	6037400203	0.128096	0.000369	13469041	6037400203	4971
2489	6037400204	0.114644	0.000715	9657068	6037400204	6913
2490	6037400205	0.248759	0.002339	1155608.75	6037400205	2703
2491	6037400206	0.100658	0.000337	16276219	6037400206	5498
2492	6037402301	0.05153	0.000131	39899104	6037402301	5254
2493	6037402302	0.080396	0.000159	50538172	6037402302	8061
2494	6037402401	0.077622	0.000207	37668096	6037402401	7819
2495	6037402402	0.132298	0.000516	13418014	6037402402	6937
2496	6037402403	0.099597	0.000207	31428432	6037402403	6527
2497	6037402404	0.112446	0.000409	83084.85938	6037402404	34
2498	6037402501	0.049822	0.000099	52078928	6037402501	5173
2499	6037402502	0.05724	0.000143	48247968	6037402502	6919
2500	6037402600	0.066422	0.000221	33215690	6037402600	7355
2501	6037402702	0.056906	0.000145	45192268	6037402702	6581
2502	6037402703	0.060437	0.000105	43332672	6037402703	4550
2503	6037402704	0.063084	0.000189	38834972	6037402704	7378
2504	6037402801	0.069752	0.000178	27940222	6037402801	4987
2505	6037402802	0.067754	0.000189	40990000	6037402802	7750
2506	6037402901	0.087948	0.000336	23015226	6037402901	7745
2507	6037402902	0.057717	0.000176	35849232	6037402902	6343
2508	6037403000	0.076988	0.000234	29614648	6037403000	6935
2509	6037403200	0.07082	0.000234	3174962	6037403200	743
