OBJECTID	tract	SHAPE_Length	SHAPE_Area	density	Tract_1	Population
895	6037533105	0.017632	0.000018	153768064	6037533105	2787
896	6037533106	0.024553	0.000029	61573124	6037533106	1820
897	6037533107	0.03133	0.000032	117307784	6037533107	3781
898	6037533201	0.029447	0.000038	77216792	6037533201	2992
899	6037533202	0.026953	0.000031	90402264	6037533202	2862
900	6037533203	0.028037	0.000036	63804884	6037533203	2344
901	6037533300	0.02716	0.000032	116504072	6037533300	3778
902	6059001801	0.06801	0.000172	29694728	6059001801	5121
903	6059001802	0.043708	0.000104	70631512	6059001802	7400
904	6059001901	0.035825	0.000079	34124480	6059001901	2703
905	6059001902	0.036369	0.000081	35980332	6059001902	2927
906	6059001903	0.046344	0.000095	31369840	6059001903	2998
907	6059011000	0.0792	0.000298	21766218	6059011000	6502
908	6059011101	0.041756	0.000103	38298364	6059011101	3972
909	6059011102	0.042562	0.000109	41454308	6059011102	4528
910	6059011200	0.055696	0.000163	24341332	6059011200	3991
911	6059011300	0.072602	0.000174	21532466	6059011300	3759
912	6059011401	0.05475	0.000136	15612745	6059011401	2128
913	6059011402	0.054298	0.000106	21297034	6059011402	2277
914	6059011403	0.055225	0.000142	39659856	6059011403	5655
915	6059011502	0.050905	0.000131	30509766	6059011502	4007
916	6059011503	0.040868	0.000084	20935920	6059011503	1777
917	6059011504	0.055444	0.000188	28356836	6059011504	5335
918	6059011601	0.044	0.000117	70457272	6059011601	8292
919	6059011602	0.111538	0.00055	10460844	6059011602	5762
920	6059011707	0.075532	0.000203	21478958	6059011707	4379
921	6059011708	0.042029	0.000093	47047944	6059011708	4406
922	6059011709	0.06601	0.0002	21919984	6059011709	4399
923	6059011710	0.051976	0.000134	26118750	6059011710	3526
924	6059011711	0.041628	0.000108	66637524	6059011711	7226
925	6059011712	0.04871	0.000143	32676994	6059011712	4687
926	6059011714	0.111043	0.000607	496882.9375	6059011714	302
927	6059011715	0.071139	0.000235	24274512	6059011715	5711
928	6059011716	0.055509	0.000152	27073966	6059011716	4131
929	6059011717	0.04468	0.000105	25591416	6059011717	2693
930	6059011718	0.045833	0.000126	26485704	6059011718	3361
931	6059011720	0.066351	0.000142	53045560	6059011720	7535
932	6059011721	0.043893	0.00007	66311268	6059011721	4654
933	6059011722	0.072991	0.000134	23312700	6059011722	3136
934	6059021802	0.092385	0.000412	15851663	6059021802	6538
935	6059021807	0.10213	0.000211	18037636	6059021807	3822
936	6059021809	0.053614	0.000161	16245158	6059021809	2616
937	6037121600	0.048073	0.00011	25633472	6037121600	2841
938	6037121800	0.050299	0.00014	52927136	6037121800	7451
939	6037121900	0.052656	0.000156	27300266	6037121900	4262
940	6037122000	0.089001	0.000325	15587893	6037122000	5077
941	6037122110	0.054507	0.000123	43802396	6037122110	5421
942	6037122120	0.042073	0.00007	67190248	6037122120	4761
943	6037122200	0.094222	0.000213	26237286	6037122200	5607
944	6037122410	0.033784	0.00007	57354132	6037122410	4041
945	6037122420	0.037377	0.000086	58088876	6037122420	5000
946	6037123010	0.040372	0.000099	45160728	6037123010	4507
947	6037123020	0.030032	0.000055	59595356	6037123020	3317
948	6037123103	0.04052	0.000086	48549520	6037123103	4223
949	6037123104	0.035147	0.000076	62634068	6037123104	4774
950	6037123203	0.038063	0.000057	71171328	6037123203	4071
951	6037123204	0.023155	0.000031	112104664	6037123204	3479
952	6037123205	0.034778	0.000075	35939384	6037123205	2700
953	6037123206	0.031411	0.00006	49827000	6037123206	3017
954	6037123301	0.051654	0.000132	36266212	6037123301	4800
955	6037123303	0.037364	0.000061	53637164	6037123303	3317
956	6037123304	0.037845	0.000082	49384828	6037123304	4096
957	6037123410	0.028772	0.000049	91069896	6037123410	4487
958	6037123420	0.043375	0.000077	57896072	6037123420	4512
959	6111007508	0.058291	0.00016	23860094	6111007508	3820
960	6111007602	0.138248	0.000543	15330239	6111007602	8329
961	6111007606	0.170662	0.001352	473072	6111007606	640
962	6111007607	0.176073	0.000788	8088249.5	6111007607	6374
963	6111007608	0.089113	0.000388	21470246	6111007608	8349
964	6111007700	0.18675	0.000958	5874869	6111007700	5629
965	6111007800	0.055395	0.000162	20340864	6111007800	3309
966	6111007901	0.052603	0.000154	34599340	6111007901	5339
967	6111007904	0.056653	0.000188	31139226	6111007904	5865
968	6111008001	0.044488	0.000096	34052004	6111008001	3294
969	6111008002	0.103667	0.000242	18820194	6111008002	4571
970	6111008004	0.065281	0.000171	30690392	6111008004	5275
971	6111008005	0.037377	0.000085	33054162	6111008005	2814
972	6111008101	0.047795	0.000139	23526696	6111008101	3291
973	6111008201	0.072413	0.000259	13444205	6111008201	3495
974	6111008202	0.04805	0.000135	33065110	6111008202	4488
975	6111008401	0.072478	0.000227	20007322	6111008401	4550
976	6073013307	0.049621	0.000127	30632692	6073013307	3912
977	6073013308	0.066696	0.000152	24962784	6073013308	3804
978	6073013309	0.070277	0.000238	27083472	6073013309	6471
979	6073013310	0.174331	0.000792	2790717.75	6073013310	2212
980	6073013311	0.078616	0.000317	24721852	6073013311	7849
981	6073013312	0.040558	0.000083	32523708	6073013312	2705
982	6073013313	0.32707	0.003551	381511.4063	6073013313	1355
983	6073013401	0.069683	0.000232	17439490	6073013401	4058
984	6073013409	0.083276	0.00025	21821148	6073013409	5477
985	6073013410	0.233085	0.002028	1721756.625	6073013410	3492
986	6073013411	0.090985	0.000453	11503413	6073013411	5218
987	6073013412	0.114566	0.000448	11398450	6073013412	5112
988	6073013413	0.10212	0.000422	19718290	6073013413	8339
989	6073013414	0.071021	0.000266	24879514	6073013414	6623
990	6073013415	0.048515	0.000106	15449504	6073013415	1639
991	6073013416	0.062721	0.000219	18818380	6073013416	4133
992	6073013417	0.069072	0.000204	11205384	6073013417	2296
993	6073013418	0.05397	0.000176	34199576	6073013418	6037
994	6073013419	0.115721	0.000538	4199488	6073013419	2260
995	6073013503	0.071326	0.000262	22050808	6073013503	5799
996	6073013504	0.084076	0.000213	13674999	6073013504	2914
997	6073013505	0.071417	0.000274	18055796	6073013505	4950
998	6073013506	0.117649	0.000657	3598893.25	6073013506	2368
999	6073013601	0.083614	0.000312	17035622	6073013601	5316
1000	6073013604	0.076062	0.000338	18738478	6073013604	6350
1001	6073013605	0.137954	0.000551	9842611	6073013605	5433
1002	6073013606	0.09596	0.000365	17029296	6073013606	6231
1003	6073013701	0.084625	0.000223	9870256	6073013701	2208
1004	6073013702	0.079648	0.000238	21597906	6073013702	5151
1005	6073013801	0.067565	0.000219	22596932	6073013801	4953
1006	6073013802	0.033403	0.000067	45951228	6073013802	3093
1007	6073013903	0.104051	0.000372	11067611	6073013903	4123
1008	6073013905	0.066878	0.000209	14849756	6073013905	3110
1009	6073013906	0.074763	0.00018	25407394	6073013906	4588
1010	6073013907	0.048651	0.000128	30421670	6073013907	3905
1011	6037104104	0.060809	0.000156	22356582	6037104104	3507
1012	6037104105	0.036371	0.000059	87520144	6037104105	5233
1013	6037104106	0.101797	0.000444	11004459	6037104106	4886
1014	6037104107	0.106589	0.000347	1586253.375	6037104107	552
1015	6037104201	0.044932	0.000103	46251320	6037104201	4787
1016	6037104202	0.108509	0.000331	23589092	6037104202	7809
1017	6037104310	0.04006	0.000092	34374676	6037104310	3176
1018	6037104320	0.044026	0.000115	49115596	6037104320	5695
1019	6037104401	0.053575	0.000123	37242312	6037104401	4584
1020	6037104402	0.041251	0.000091	54511976	6037104402	5012
1021	6037104500	0.041555	0.000098	49166344	6037104500	4847
1022	6037104610	0.035188	0.000057	62225172	6037104610	3600
1023	6037104620	0.03432	0.000052	65194184	6037104620	3417
1024	6111000200	0.645782	0.015033	158309.875	6111000200	2380
1025	6083001905	0.852014	0.031871	105580.7109	6083001905	3365
1026	6079010300	2.413893	0.167553	47549.00781	6079010300	7967
1027	6079012702	4.231222	0.284768	21680.79492	6079012702	6174
1028	6071004202	0.05747	0.000174	26646932	6071004202	4645
1029	6071004300	0.106166	0.000448	18523632	6071004300	8313
1030	6071004401	0.064334	0.000172	21388940	6071004401	3700
1031	6071004402	0.075232	0.000278	34458124	6071004402	9604
1032	6071004502	0.172491	0.001061	16804314	6071004502	17846
1033	6071004503	0.205598	0.001241	1750910.5	6071004503	2174
1034	6071004504	0.128108	0.000683	8284505.5	6071004504	5665
1035	6071004601	0.125112	0.000397	17547062	6071004601	6974
1036	6071004602	0.116192	0.000651	15776366	6071004602	10279
1037	6071004700	0.05837	0.000195	27328824	6071004700	5345
1038	6071004800	0.038155	0.000086	34055592	6071004800	2945
1039	6071004900	0.095641	0.000472	14420614	6071004900	6807
1040	6071005000	0.064702	0.000156	11713261	6071005000	1831
1041	6065043004	0.123197	0.000619	12674159	6065043004	7853
1042	6065043005	0.259107	0.00143	2878340.75	6065043005	4118
1043	6065043006	0.136999	0.000711	5684610	6065043006	4046
1044	6065043207	0.131613	0.000862	12672253	6065043207	10928
1045	6065043208	0.311525	0.004502	1445068.75	6065043208	6506
1046	6065043209	0.085458	0.00036	21508738	6065043209	7752
1047	6065043213	0.319128	0.004261	839642.875	6065043213	3578
1048	6065043225	0.141296	0.000723	7930407.5	6065043225	5741
1049	6065043304	0.495308	0.010487	557923.5	6065043304	5851
1050	6065043305	0.277728	0.003143	1795096.25	6065043305	5642
1051	6065043306	0.078241	0.00019	20237504	6065043306	3846
1052	6065043307	0.078118	0.000351	14482756	6065043307	5090
1053	6065043308	0.040504	0.000094	26757160	6065043308	2533
1054	6065043309	0.046798	0.000116	24405260	6065043309	2854
1055	6065043310	0.059186	0.000161	18975754	6065043310	3068
1056	6065043311	0.046055	0.000125	16427446	6065043311	2056
1057	6065043312	0.048012	0.000143	24986110	6065043312	3575
1058	6065043313	0.055515	0.000139	23634122	6065043313	3289
1059	6065043314	0.055031	0.00019	17330786	6065043314	3297
1060	6065043315	0.055076	0.000171	12160249	6065043315	2082
1061	6065043401	0.072435	0.000314	18040156	6065043401	5675
1062	6065043403	0.049114	0.000093	28231782	6065043403	2648
1063	6037185320	0.041626	0.000078	40583404	6037185320	3186
1064	6037186100	0.068416	0.000129	37613388	6037186100	4875
1065	6037186200	0.070841	0.000173	46851364	6037186200	8146
1066	6037186300	0.097669	0.000265	23057418	6037186300	6120
1067	6037186401	0.054839	0.000105	59408356	6037186401	6239
1068	6037186402	0.048842	0.000108	53390632	6037186402	5777
1069	6037187100	0.095181	0.000234	29247320	6037187100	6849
1070	6037187200	0.036628	0.000073	43151500	6037187200	3178
1071	6037187300	0.073339	0.000171	19753680	6037187300	3390
1072	6037188100	0.075237	0.000215	20169844	6037188100	4348
1073	6037188300	0.038055	0.000089	41381776	6037188300	3694
1074	6037195100	0.064167	0.000186	24449524	6037195100	4550
1075	6037195200	0.053655	0.000141	43228396	6037195200	6138
1076	6037195400	0.051794	0.000101	45288376	6037195400	4575
1077	6037195500	0.058012	0.00012	43463804	6037195500	5228
1078	6037195600	0.034574	0.000051	68410032	6037195600	3529
1079	6037195710	0.029236	0.000047	105402456	6037195710	4978
1080	6037195720	0.029504	0.000039	81611328	6037195720	3233
1081	6037195801	0.036428	0.00007	86295744	6037195801	6087
1082	6037195802	0.031057	0.000039	74062760	6037195802	2909
1083	6037195900	0.038898	0.000085	84791096	6037195900	7244
1084	6037197110	0.071297	0.000267	2194419.25	6037197110	586
1085	6037197200	0.079643	0.00017	29132036	6037197200	4979
1086	6037197300	0.052131	0.000105	44296148	6037197300	4679
1087	6037197410	0.038283	0.000077	38012624	6037197410	2936
1088	6037197420	0.034073	0.000059	70307224	6037197420	4165
1089	6037197500	0.032316	0.000066	78563728	6037197500	5263
1090	6037197600	0.03313	0.000046	64667900	6037197600	2984
1091	6037197700	0.03879	0.000064	85982792	6037197700	5517
1092	6037199000	0.055951	0.00015	24223998	6037199000	3641
1093	6037199110	0.043343	0.000089	30664794	6037199110	2751
1094	6037199120	0.049752	0.000089	39718324	6037199120	3561
1095	6037199201	0.026968	0.000038	116396016	6037199201	4444
1096	6037199202	0.053995	0.000092	34278352	6037199202	3164
1097	6037199300	0.09155	0.000251	16003465	6037199300	4028
1098	6059110401	0.063376	0.000217	21317494	6059110401	4634
1099	6059110402	0.064129	0.000191	27710138	6059110402	5299
1100	6059110500	0.106475	0.000451	19050934	6059110500	8599
1101	6059110603	0.070543	0.000189	45326056	6059110603	8573
1102	6059110604	0.081843	0.000351	20584952	6059110604	7234
1103	6059110605	0.064614	0.000218	31091766	6059110605	6787
1104	6059110606	0.043752	0.000107	45217636	6059110606	4841
1105	6059110607	0.054978	0.000121	28287518	6059110607	3434
1106	6037503901	0.04823	0.000087	30530004	6037503901	2670
1107	6037503902	0.105738	0.000516	8701159	6037503902	4492
1108	6037504001	0.051966	0.000133	35855620	6037504001	4784
1109	6037504002	0.052634	0.000151	33877240	6037504002	5138
1110	6037504101	0.046774	0.000126	42402800	6037504101	5369
1111	6037504102	0.184512	0.000614	13013.51172	6037504102	8
1112	6037530003	0.085385	0.00037	7935782	6037530003	2942
1113	6037530004	0.080959	0.000124	30219780	6037530004	3773
1114	6037530005	0.091397	0.000216	20640906	6037530005	4478
1115	6037530006	0.041702	0.000064	61390624	6037530006	3929
1116	6037530101	0.043503	0.000099	52548948	6037530101	5208
1117	6037530102	0.049725	0.000129	39313884	6037530102	5079
1118	6037530202	0.064161	0.000173	23232960	6037530202	4038
1119	6083000801	0.043846	0.000093	48230200	6083000801	4493
1120	6083001102	0.038889	0.000053	95179688	6083001102	5129
1121	6083001301	0.103455	0.000412	8689982	6083001301	3581
1122	6083001500	0.309433	0.003156	1042567.313	6083001500	3291
1123	6083001602	0.095261	0.000244	22210936	6083001602	5436
1124	6083001903	0.267984	0.002324	2508764.25	6083001903	5832
1125	6083002603	1.531902	0.039734	154828.4688	6083002603	6152
1126	6083002903	0.149233	0.000936	6393839.5	6083002903	5991
1127	6083002907	0.308662	0.004406	890565.6875	6083002907	3924
1128	6073019107	0.545736	0.011469	185794.1094	6073019107	2131
1129	6073020805	0.130968	0.000719	4848719	6073020805	3491
1130	6073020806	0.145826	0.000672	8042203	6073020806	5409
1131	6073020807	0.582245	0.009244	263843.0938	6073020807	2439
1132	6073020808	0.572252	0.009763	1011268.813	6073020808	9874
1133	6073020809	0.214081	0.001889	3503401.5	6073020809	6618
1134	6073020902	1.372738	0.038903	56344.375	6073020902	2192
1135	6073020903	2.278928	0.128412	23362.23047	6073020903	3000
1136	6073020904	0.81258	0.014553	219402.8125	6073020904	3193
1137	6073021000	3.118398	0.267297	11982.9248	6073021000	3203
1138	6073021100	1.972028	0.111826	57991.71875	6073021100	6485
1139	6073021202	0.940362	0.017214	176068.8281	6073021202	3031
1140	6037408705	0.060059	0.000183	30197388	6037408705	5548
1141	6037408706	0.061973	0.000159	9328847	6037408706	1487
1142	6037408721	0.053404	0.000129	64600532	6037408721	8355
1143	6037408722	0.063597	0.000189	23127052	6037408722	4380
1144	6037408800	0.061198	0.000175	20399304	6037408800	3571
1145	6037430001	0.101674	0.000421	11036245	6037430001	4654
1146	6037430002	0.078925	0.00021	33724804	6037430002	7107
1147	6037430101	0.061192	0.000189	24900524	6037430101	4720
1148	6037430102	0.066208	0.000131	38138332	6037430102	5005
1149	6037430200	0.110439	0.000492	2559273.25	6037430200	1261
1150	6037430301	0.165048	0.000987	4308011.5	6037430301	4255
1151	6037430302	0.075434	0.000193	31048938	6037430302	5996
1152	6037430400	0.103933	0.000353	11817333	6037430400	4175
1153	6037430501	0.105632	0.000474	8404116	6037430501	3991
1154	6037430502	0.079108	0.000286	22961980	6037430502	6587
1155	6037430600	0.109777	0.000367	11698041	6037430600	4297
1156	6037430701	0.080362	0.00029	17786904	6037430701	5171
1157	6037430721	0.095895	0.000396	8047695.5	6037430721	3193
1158	6037430723	0.041395	0.000048	76246392	6037430723	3727
1159	6037430724	0.043733	0.000057	73403480	6037430724	4196
1160	6037430801	0.052417	0.000166	35840488	6037430801	5979
1161	6037430802	0.062575	0.00018	22571626	6037430802	4078
1162	6037430803	0.067055	0.000223	23434276	6037430803	5240
1163	6037430900	0.063823	0.00023	39102776	6037430900	9030
1164	6037431001	0.072921	0.000167	43860804	6037431001	7333
1165	6037431002	0.052386	0.000128	23070948	6037431002	2966
1166	6037431100	0.078129	0.000293	23712534	6037431100	6964
1167	6037431200	0.061656	0.000146	42738576	6037431200	6254
1168	6037431300	0.041834	0.00008	31414206	6037431300	2522
1169	6037431400	0.063716	0.000173	21091156	6037431400	3664
1170	6037431500	0.085008	0.000306	27253780	6037431500	8360
1171	6037431600	0.066213	0.000195	18789482	6037431600	3682
1172	6037431700	0.073154	0.000308	20860008	6037431700	6432
1173	6037431800	0.048865	0.000145	35303920	6037431800	5132
1174	6037431900	0.04653	0.000105	32596130	6037431900	3440
1175	6073004501	0.023999	0.00003	116828064	6073004501	3583
1176	6073004700	0.02332	0.000033	74518776	6073004700	2521
1177	6073005000	0.058271	0.000129	18715652	6073005000	2430
1178	6073005400	0.089117	0.000151	24788940	6073005400	3760
1179	6073005900	0.028158	0.000039	64407476	6073005900	2570
1180	6073006200	0.133785	0.000301	834989.25	6073006200	252
1181	6073006802	0.062232	0.000094	51107724	6073006802	4817
1182	6073007100	0.131122	0.000273	17212528	6073007100	4715
1183	6073007502	0.035541	0.000067	46944828	6073007502	3154
1184	6073007904	0.042084	0.00009	64622196	6073007904	5837
1185	6073008001	0.064347	0.000167	40701612	6073008001	6800
1186	6073008303	0.091657	0.000426	8104867.5	6073008303	3457
1187	6073008339	0.209576	0.001117	1583506.625	6073008339	1770
1188	6059062610	0.142734	0.001176	1270767.375	6059062610	1495
1189	6059062611	0.06303	0.000179	20844610	6059062611	3739
1190	6059062612	0.077954	0.000263	27371142	6059062612	7201
1191	6059062614	0.107106	0.000626	18406012	6059062614	11539
1192	6059062621	0.15538	0.000963	5126823	6059062621	4940
1193	6059062622	0.070319	0.00029	14571441	6059062622	4231
1194	6059062626	0.0319	0.000042	62442672	6059062626	2672
1195	6059062627	0.043959	0.000101	31210468	6059062627	3153
1196	6059062628	0.0838	0.000289	11655517	6059062628	3374
1197	6059062629	0.097705	0.000132	20349336	6059062629	2695
1198	6059062630	0.113041	0.000482	3429331	6059062630	1653
1199	6059062631	0.070156	0.000301	11726307	6059062631	3541
1200	6059062635	0.052845	0.00011	37462184	6059062635	4131
1201	6059062641	0.059177	0.000181	19334518	6059062641	3503
1202	6059062645	0.095545	0.000519	9279345	6059062645	4824
1203	6059062646	0.04802	0.000125	29100698	6059062646	3643
1204	6059062647	0.078425	0.000161	26000888	6059062647	4206
1205	6059063009	0.098695	0.000281	5944127.5	6059063009	1671
1206	6059063101	0.064989	0.000185	15241834	6059063101	2831
1207	6059063102	0.048019	0.000142	44285192	6059063102	6289
1208	6059063103	0.048168	0.000095	26764104	6059063103	2560
1209	6059063201	0.039778	0.000094	38158744	6059063201	3611
1210	6059063202	0.048678	0.000093	37658316	6059063202	3510
1211	6059063301	0.037849	0.000089	34219976	6059063301	3049
1212	6059063302	0.060074	0.000138	28848624	6059063302	3986
1213	6059063601	0.058079	0.000176	20731900	6059063601	3662
1214	6059063701	0.043923	0.000075	89207632	6059063701	6692
1215	6059063702	0.055089	0.000128	43384552	6059063702	5592
1216	6059063802	0.046788	0.000119	24151898	6059063802	2894
1217	6059063803	0.07633	0.000267	17353022	6059063803	4650
1218	6059063805	0.049059	0.000102	22649990	6059063805	2329
1219	6059063806	0.077385	0.000224	16264087	6059063806	3656
1220	6059063807	0.062515	0.000253	20657034	6059063807	5237
1221	6059063808	0.037774	0.000074	91009552	6059063808	6753
1222	6059063902	0.065065	0.000239	27962766	6059063902	6688
1223	6073008312	0.222686	0.000846	4595364.5	6073008312	3890
1224	6073008327	0.111637	0.000622	8056994.5	6073008327	5015
1225	6073008512	0.059388	0.000198	21046014	6073008512	4178
1226	6073008701	0.066084	0.000156	22426670	6073008701	3518
1227	6073008901	0.064729	0.000131	33569872	6073008901	4410
1228	6073009104	0.06284	0.000167	16054323	6073009104	2687
1229	6073009301	0.064772	0.000143	29756228	6073009301	4275
1230	6073009508	0.081999	0.000296	33798108	6073009508	10013
1231	6059042317	0.081302	0.000304	11895086	6059042317	3623
1232	6059042320	0.098668	0.000335	16516074	6059042320	5545
1233	6059042338	0.05239	0.000173	27759926	6059042338	4814
1234	6059062623	0.1188	0.00051	12605195	6059062623	6435
1235	6059062639	0.061441	0.000155	40098880	6059062639	6241
1236	6059062642	0.064595	0.000211	15310921	6059062642	3243
1237	6037231500	0.039314	0.000089	47154836	6037231500	4218
1238	6037232300	0.036056	0.000061	61924208	6037232300	3791
1239	6037234300	0.037731	0.000085	49610636	6037234300	4262
1240	6037234600	0.055589	0.000125	38203628	6037234600	4813
1241	6037234800	0.032119	0.000063	51890708	6037234800	3314
1242	6037236400	0.058984	0.000141	29559082	6037236400	4193
1243	6037237100	0.047526	0.000099	65985812	6037237100	6558
1244	6037237800	0.040761	0.000095	44256704	6037237800	4217
1245	6037575803	0.019631	0.000019	154101760	6037575803	2968
1246	6037576000	0.060795	0.000093	4741018	6037576000	445
1247	6037576401	0.023107	0.000031	161260544	6037576401	5066
1248	6037576403	0.023	0.00003	196447024	6037576403	6082
1249	6037576601	0.033385	0.000047	92819528	6037576601	4395
1250	6037576802	0.027412	0.000045	92426248	6037576802	4162
1251	6037577200	0.045314	0.000093	58038620	6037577200	5447
1252	6037577501	0.064199	0.000077	43383140	6037577501	3379
1253	6037599000	0.096161	0.000298	10145561	6037599000	3025
1254	6037600502	0.044325	0.000073	31247000	6037600502	2294
1255	6037600602	0.032728	0.000067	48633800	6037600602	3275
1256	6037600703	0.034613	0.000046	39679300	6037600703	1846
1257	6037600801	0.039361	0.000095	33477162	6037600801	3181
1258	6037530203	0.042529	0.000071	47546640	6037530203	3377
1259	6037530204	0.035636	0.000069	53202608	6037530204	3690
1260	6037530301	0.034849	0.000059	38245772	6037530301	2260
1261	6037530302	0.040546	0.000084	78223568	6037530302	6597
1262	6037530400	0.059966	0.000154	24919640	6037530400	3853
1263	6037530500	0.038365	0.000089	51372440	6037530500	4576
1264	6037530601	0.036595	0.000058	60043212	6037530601	3489
1265	6037530602	0.043828	0.000065	24594776	6037530602	1604
1266	6037530700	0.055252	0.000091	22959714	6037530700	2100
1267	6037530801	0.042962	0.000079	77341616	6037530801	6172
1268	6037530802	0.041975	0.000058	62992124	6037530802	3672
1269	6037530901	0.026718	0.000043	90714288	6037530901	3954
1270	6037530902	0.034902	0.000052	76948392	6037530902	4010
1271	6037531000	0.046054	0.000096	57297176	6037531000	5511
1272	6037531101	0.036518	0.000067	77542888	6037531101	5229
1273	6037531102	0.028452	0.000045	64184180	6037531102	2944
1274	6037531201	0.035113	0.000057	97237704	6037531201	5558
1275	6037531202	0.032816	0.000042	116307528	6037531202	4990
1276	6037531301	0.047689	0.000079	69267016	6037531301	5490
1277	6037531302	0.048104	0.000086	75596616	6037531302	6568
1278	6037531501	0.0562	0.000163	46709600	6037531501	7634
1279	6037531502	0.026845	0.000043	77059256	6037531502	3367
1280	6029003810	0.063933	0.000253	10182966	6029003810	2578
1281	6029003811	0.06518	0.000263	8251437.5	6029003811	2173
1282	6029003812	0.094934	0.000433	8538549	6029003812	3701
1283	6029003813	0.132409	0.000717	3229266.5	6029003813	2316
1284	6029003900	0.789967	0.021794	143617.1875	6029003900	3130
1285	6029004000	0.364214	0.003307	1293874	6029004000	4279
1286	6029004101	0.084453	0.000325	12878187	6029004101	4192
1287	6029004102	0.068354	0.000194	27329822	6029004102	5315
1288	6029004200	0.613253	0.015974	71925.82813	6029004200	1149
1289	6029004301	0.591472	0.009548	399023.25	6029004301	3810
1290	6029004302	0.079282	0.000389	15907760	6029004302	6201
1291	6029004401	0.083744	0.000309	21323506	6029004401	6610
1292	6029004402	0.061925	0.000181	27959952	6029004402	5065
1293	6071002701	0.174518	0.001836	5117311	6071002701	9397
1294	6071002702	0.423927	0.004652	2397523.75	6071002702	11154
1295	6071002800	0.079164	0.000325	41779916	6071002800	13604
1296	6071002901	0.061607	0.000128	31940000	6071002901	4102
1297	6071002902	0.061103	0.000191	30930268	6071002902	5911
1298	6071003000	0.046001	0.000124	17649180	6071003000	2192
1299	6071003100	0.065158	0.000263	36007124	6071003100	9503
1300	6071003200	0.063868	0.000252	28776008	6071003200	7254
1301	6071003300	0.109529	0.000458	21668630	6071003300	9943
1302	6071003401	0.075486	0.00025	25768214	6071003401	6451
1303	6071003402	0.060935	0.00019	44809096	6071003402	8543
1304	6071003403	0.064055	0.00019	19172740	6071003403	3656
1305	6071003501	0.104717	0.000604	22445370	6071003501	13569
1306	6071003502	0.105291	0.000671	22883178	6071003502	15355
1307	6071003601	0.121805	0.000746	23507800	6071003601	17548
1308	6071003602	0.100879	0.000507	24930186	6071003602	12652
1309	6071003700	0.04584	0.000123	27290590	6071003700	3362
1310	6071003800	0.121574	0.0007	19268562	6071003800	13498
1311	6071003900	0.054387	0.000148	31569894	6071003900	4680
1312	6071004000	0.256063	0.003216	3966741.25	6071004000	12760
1313	6071004100	0.149431	0.001243	11365496	6071004100	14130
1314	6071004201	0.08312	0.000315	19041512	6071004201	5999
1315	6071007000	0.069602	0.000223	31978410	6071007000	7150
1316	6071007102	0.125604	0.000504	20936236	6071007102	10567
1317	6071007104	0.100626	0.000422	9666571	6071007104	4085
1318	6071007105	0.106042	0.00034	8352163	6071007105	2841
1319	6071007106	0.071703	0.000267	14864545	6071007106	3979
1320	6071007107	0.098305	0.000247	10543691	6071007107	2609
1321	6071007108	0.084884	0.000296	6949909	6071007108	2064
1322	6071007200	0.130699	0.000924	7354124.5	6071007200	6800
1323	6071007301	0.133005	0.00075	16207576	6071007301	12160
1324	6071007302	0.306958	0.00288	2772427.25	6071007302	7987
1325	6071007403	0.078815	0.000384	16812220	6071007403	6458
1326	6071007404	0.107721	0.000376	11798918	6071007404	4446
1327	6071007406	0.090558	0.000444	23358444	6071007406	10389
1328	6071009300	0.289485	0.00109	1177049.75	6071009300	1284
1329	6071009400	0.249289	0.001111	2733894.5	6071009400	3040
1330	6059075403	0.083628	0.000254	24720510	6059075403	6298
1331	6059075404	0.066611	0.000181	33769064	6059075404	6143
1332	6059075405	0.039447	0.000087	30658618	6059075405	2686
1333	6059075504	0.075606	0.0002	20281076	6059075504	4071
1334	6059075505	0.058511	0.000166	21129036	6059075505	3513
1335	6059075506	0.051991	0.000131	24701314	6059075506	3247
1336	6059075507	0.049529	0.000127	42104552	6059075507	5372
1337	6059075512	0.031092	0.000058	59697280	6059075512	3510
1338	6059075513	0.032451	0.000064	72872680	6059075513	4669
1339	6059075514	0.031039	0.000049	79164888	6059075514	3923
1340	6059075515	0.209268	0.001902	3933483	6059075515	7482
1341	6059075603	0.057202	0.00016	23940264	6059075603	3848
1342	6059075604	0.126018	0.000611	12389042	6059075604	7581
1343	6059075605	0.100534	0.000424	13938533	6059075605	5923
1344	6059075606	0.124123	0.000539	11575677	6059075606	6243
1345	6059075607	0.065575	0.000196	28860146	6059075607	5683
1346	6059075701	0.05723	0.000207	31024462	6059075701	6442
1347	6059075702	0.066204	0.000183	17736056	6059075702	3247
1348	6059075703	0.070708	0.000245	16264097	6059075703	3986
1349	6059075805	0.055405	0.000129	31197476	6059075805	4039
1350	6037600302	0.035752	0.000079	42423860	6037600302	3378
1351	6037600601	0.032035	0.000063	41053960	6037600601	2602
1352	6037601002	0.033903	0.000062	87783176	6037601002	5449
1353	6037601302	0.059828	0.000119	59157308	6037601302	7054
1354	6037601501	0.032866	0.000046	90451000	6037601501	4168
1355	6037601900	0.033024	0.000067	93807016	6037601900	6324
1356	6037602104	0.034516	0.000072	78470280	6037602104	5702
1357	6037602402	0.050472	0.000125	54047644	6037602402	6770
1358	6037603302	0.046593	0.000111	32883766	6037603302	3678
1359	6037603500	0.040079	0.000076	38453032	6037603500	2955
